차트라벨,평형그룹,전용평수,계약일자,거래금액(만원),아파트,전용면적(평),전용면적(㎡),층,건축년도,법정동,지번,도로명,지역코드,조회지역코드,조회계약년월,계약년,계약월,계약일
개포주공6단지(32평형),32평형,22.1,20260125,360000.0,개포주공6단지,22.1,73.02,1,1983,개포동,185,개포로,11680,11680,202601,2026,01,25
신동아(22)(24평형),24평형,10.8,20260129,113000.0,신동아(22),10.8,35.73,6,1997,논현동,22,강남대로146길,11680,11680,202601,2026,01,29
청담건영(34평형),34평형,25.6,20260116,330000.0,청담건영,25.6,84.595,5,1994,청담동,108,도산대로89길,11680,11680,202601,2026,01,16
대우유로카운티(43평형),43평형,32.0,20260119,266000.0,대우유로카운티,32.0,105.66,7,2004,청담동,50-5,도산대로92길,11680,11680,202601,2026,01,19
현대힐스테이트2단지(24평형),24평형,13.3,20260124,214000.0,현대힐스테이트2단지,13.3,43.842,18,2008,삼성동,50,삼성로111길,11680,11680,202601,2026,01,24
까치마을(24평형),24평형,10.4,20260101,141000.0,까치마을,10.4,34.44,3,1993,수서동,746,광평로19길,11680,11680,202601,2026,01,01
한솔마을(24평형),24평형,19.3,20260113,269000.0,한솔마을,19.3,63.76,3,1994,일원동,731,광평로10길,11680,11680,202601,2026,01,13
까치마을(24평형),24평형,10.4,20260101,141000.0,까치마을,10.4,34.44,3,1993,수서동,746,광평로19길,11680,11680,202601,2026,01,01
대우디오빌(24평형),24평형,18.0,20260117,80500.0,대우디오빌,18.0,59.505,21,2002,역삼동,720-25,언주로,11680,11680,202601,2026,01,17
한양3(59평형),59평형,49.0,20260119,775000.0,한양3,49.0,161.9,5,1978,압구정동,489,압구정로,11680,11680,202601,2026,01,19
"현대1차(12,13,21,22,31,32,33동)(49평형)",49평형,39.8,20260129,710000.0,"현대1차(12,13,21,22,31,32,33동)",39.8,131.48,7,1976,압구정동,369-1,압구정로29길,11680,11680,202601,2026,01,29
진넥스빌2(24평형),24평형,8.9,20260130,22100.0,진넥스빌2,8.9,29.44,10,2003,역삼동,706-24,언주로86길,11680,11680,202601,2026,01,30
한신(개포)(24평형),24평형,15.9,20260125,320000.0,한신(개포),15.9,52.72,9,1985,도곡동,464,언주로,11680,11680,202601,2026,01,25
대치르엘(34평형),34평형,25.6,20260130,377000.0,대치르엘,25.6,84.7735,6,2021,대치동,1030,도곡로93길,11680,11680,202601,2026,01,30
한양1차(영동한양)(24평형),24평형,19.3,20260124,540000.0,한양1차(영동한양),19.3,63.87,3,1977,압구정동,490,압구정로,11680,11680,202601,2026,01,24
강남신동아파밀리에1단지(24평형),24평형,18.1,20260126,150000.0,강남신동아파밀리에1단지,18.1,59.88,10,2011,세곡동,508,헌릉로590길,11680,11680,202601,2026,01,26
테헤란아이파크(32평형),32평형,21.4,20260124,290000.0,테헤란아이파크,21.4,70.8333,6,2014,역삼동,709-5,테헤란로52길,11680,11680,202601,2026,01,24
시티프라디움더강남201동(32평형),32평형,21.3,20260131,167000.0,시티프라디움더강남201동,21.3,70.54,19,2021,역삼동,901,언주로,11680,11680,202601,2026,01,31
SK허브프리모(32평형),32평형,20.4,20260130,119000.0,SK허브프리모,20.4,67.5,18,2006,도곡동,953-1,강남대로,11680,11680,202601,2026,01,30
럭키(963)(49평형),49평형,37.5,20260129,311000.0,럭키(963),37.5,124.1,11,1995,도곡동,963,논현로,11680,11680,202601,2026,01,29
한양2(84평형),84평형,53.2,20260122,845000.0,한양2,53.2,175.92,12,1978,압구정동,493,압구정로,11680,11680,202601,2026,01,22
신현대11차(84평형),84평형,55.5,20260121,1100000.0,신현대11차,55.5,183.41,3,1983,압구정동,433,압구정로,11680,11680,202601,2026,01,21
현대1차101동~106동(84평형),84평형,53.6,20260123,425000.0,현대1차101동~106동,53.6,177.19,3,1984,개포동,653,개포로,11680,11680,202601,2026,01,23
까치마을(24평형),24평형,10.4,20260127,150000.0,까치마을,10.4,34.44,4,1993,수서동,746,광평로19길,11680,11680,202601,2026,01,27
LG선릉에클라트(B)(24평형),24평형,11.0,20260120,35000.0,LG선릉에클라트(B),11.0,36.35,10,2004,삼성동,142-3,테헤란로63길,11680,11680,202601,2026,01,20
신현대9차(43평형),43평형,33.0,20260112,700000.0,신현대9차,33.0,109.24,10,1982,압구정동,426,압구정로,11680,11680,202601,2026,01,12
미성2차(32평형),32평형,22.5,20260124,500000.0,미성2차,22.5,74.4,11,1987,압구정동,397,압구정로,11680,11680,202601,2026,01,24
도곡렉슬(84평형),84평형,53.5,20260120,650000.0,도곡렉슬,53.5,176.9924,21,2006,도곡동,527,선릉로,11680,11680,202601,2026,01,20
까치마을(24평형),24평형,12.0,20260114,157000.0,까치마을,12.0,39.6,3,1993,수서동,746,광평로19길,11680,11680,202601,2026,01,14
까치마을(24평형),24평형,12.0,20260131,166500.0,까치마을,12.0,39.6,12,1993,수서동,746,광평로19길,11680,11680,202601,2026,01,31
진넥스빌2(24평형),24평형,7.2,20260131,20000.0,진넥스빌2,7.2,23.85,11,2003,역삼동,706-24,언주로86길,11680,11680,202601,2026,01,31
개포주공6단지(32평형),32평형,22.1,20260125,360000.0,개포주공6단지,22.1,73.02,1,1983,개포동,185,개포로,11680,11680,202601,2026,01,25
한양7(43평형),43평형,32.1,20260120,545000.0,한양7,32.1,106.22,3,1981,압구정동,528,압구정로61길,11680,11680,202601,2026,01,20
래미안삼성1차(103-22)(43평형),43평형,34.5,20260119,300000.0,래미안삼성1차(103-22),34.5,114.17,1,2006,삼성동,103-22,영동대로114길,11680,11680,202601,2026,01,19
역삼르비앙1(59평형),59평형,46.2,20260121,155000.0,역삼르비앙1,46.2,152.58,3,2003,역삼동,835-12,도곡로11길,11680,11680,202601,2026,01,21
논현파라곤(43평형),43평형,35.6,20260119,170000.0,논현파라곤,35.6,117.84,5,2007,논현동,241-1,학동로,11680,11680,202601,2026,01,19
한화진넥스빌(24평형),24평형,10.5,20260126,32500.0,한화진넥스빌,10.5,34.82,25,2001,역삼동,706-20,언주로86길,11680,11680,202601,2026,01,26
논현동프라임(49평형),49평형,40.9,20260131,160000.0,논현동프라임,40.9,135.3,7,2004,논현동,192-3,논현로113길,11680,11680,202601,2026,01,31
동부센트레빌(43평형),43평형,34.6,20260130,292000.0,동부센트레빌,34.6,114.498,19,2003,논현동,275,언주로116길,11680,11680,202601,2026,01,30
청담건영(34평형),34평형,25.6,20260116,330000.0,청담건영,25.6,84.595,5,1994,청담동,108,도산대로89길,11680,11680,202601,2026,01,16
포스코트(59평형),59평형,46.6,20260127,330000.0,포스코트,46.6,154.21,6,2003,삼성동,146,봉은사로,11680,11680,202601,2026,01,27
대우디오빌플러스(24평형),24평형,13.3,20260130,43200.0,대우디오빌플러스,13.3,43.99,9,2004,역삼동,824-25,강남대로84길,11680,11680,202601,2026,01,30
개포자이프레지던스(34평형),34평형,23.8,20260117,385000.0,개포자이프레지던스,23.8,78.7747,22,2023,개포동,1284,삼성로,11680,11680,202601,2026,01,17
현대비젼21(24평형),24평형,10.0,20260115,37000.0,현대비젼21,10.0,33.1,13,1999,도곡동,467-19,언주로30길,11680,11680,202601,2026,01,15
대치삼성(43평형),43평형,33.0,20260119,395000.0,대치삼성,33.0,109.04,10,2000,대치동,1014-3,도곡로78길,11680,11680,202601,2026,01,19
목련타운(39평형),39평형,30.2,20260115,305000.0,목련타운,30.2,99.79,4,1993,일원동,716,광평로19길,11680,11680,202601,2026,01,15
한양1차(영동한양)(24평형),24평형,15.1,20260115,415000.0,한양1차(영동한양),15.1,49.98,12,1977,압구정동,490,압구정로,11680,11680,202601,2026,01,15
청담대림이-편한세상(34평형),34평형,24.8,20260124,265000.0,청담대림이-편한세상,24.8,81.84,15,2002,청담동,30-33,학동로77길,11680,11680,202601,2026,01,24
현대1차101동~106동(84평형),84평형,53.6,20260115,445000.0,현대1차101동~106동,53.6,177.19,7,1984,개포동,653,개포로,11680,11680,202601,2026,01,15
대우디오빌(24평형),24평형,18.0,20260117,80500.0,대우디오빌,18.0,59.505,21,2002,역삼동,720-25,언주로,11680,11680,202601,2026,01,17
청담린든그로브(34평형),34평형,25.7,20260131,273000.0,청담린든그로브,25.7,84.9979,3,2017,청담동,67-1,학동로97길,11680,11680,202601,2026,01,31
석탑아파트101동(34평형),34평형,25.6,20260127,249000.0,석탑아파트101동,25.6,84.6,1,1996,삼성동,3-3,학동로,11680,11680,202601,2026,01,27
현대힐스테이트2단지(34평형),34평형,25.6,20260131,356000.0,현대힐스테이트2단지,25.6,84.679,8,2008,삼성동,50,삼성로111길,11680,11680,202601,2026,01,31
골든아트빌(59평형),59평형,46.4,20260114,223000.0,골든아트빌,46.4,153.33,5,2000,청담동,28-13,삼성로135길,11680,11680,202601,2026,01,14
대우유로카운티(43평형),43평형,32.0,20260119,266000.0,대우유로카운티,32.0,105.66,7,2004,청담동,50-5,도산대로92길,11680,11680,202601,2026,01,19
개포주공7단지(34평형),34평형,25.3,20260114,405000.0,개포주공7단지,25.3,83.7,7,1983,개포동,185,개포로,11680,11680,202601,2026,01,14
상지리츠빌6(59평형),59평형,45.6,20260113,329000.0,상지리츠빌6,45.6,150.85,3,2002,청담동,106-1,도산대로85길,11680,11680,202601,2026,01,13
신현대12차(84평형),84평형,51.5,20260120,990000.0,신현대12차,51.5,170.38,13,1982,압구정동,434,압구정로,11680,11680,202601,2026,01,20
삼성래미안(24평형),24평형,18.1,20260112,250000.0,삼성래미안,18.1,59.96,7,2001,도곡동,91-5,남부순환로,11680,11680,202601,2026,01,12
대우아이빌멤버스(891-26)(24평형),24평형,10.7,20260131,32000.0,대우아이빌멤버스(891-26),10.7,35.236,11,2003,대치동,891-26,삼성로85길,11680,11680,202601,2026,01,31
수서(24평형),24평형,12.1,20260113,140000.0,수서,12.1,39.98,11,1992,일원동,711,양재대로55길,11680,11680,202601,2026,01,13
현대힐스테이트2단지(24평형),24평형,13.3,20260124,214000.0,현대힐스테이트2단지,13.3,43.842,18,2008,삼성동,50,삼성로111길,11680,11680,202601,2026,01,24
테헤란아이파크(32평형),32평형,21.4,20260110,312500.0,테헤란아이파크,21.4,70.8333,22,2014,역삼동,709-5,테헤란로52길,11680,11680,202601,2026,01,10
청담아이파크(43평형),43평형,33.3,20260129,300000.0,청담아이파크,33.3,110.13,2,1992,청담동,130,영동대로142길,11680,11680,202601,2026,01,29
개포래미안포레스트(32평형),32평형,22.6,20260131,324000.0,개포래미안포레스트,22.6,74.66,22,2020,개포동,1282,개포로,11680,11680,202601,2026,01,31
강남자곡 힐스테이트(24평형),24평형,18.1,20260116,99700.0,강남자곡 힐스테이트,18.1,59.93,6,2015,자곡동,619,자곡로3길,11680,11680,202601,2026,01,16
래미안블레스티지(24평형),24평형,18.1,20260109,290000.0,래미안블레스티지,18.1,59.888,5,2019,개포동,1280,선릉로,11680,11680,202601,2026,01,09
한양5(39평형),39평형,31.0,20260124,530000.0,한양5,31.0,102.35,5,1979,압구정동,513,압구정로,11680,11680,202601,2026,01,24
현대1차101동~106동(84평형),84평형,53.6,20260110,431000.0,현대1차101동~106동,53.6,177.19,13,1984,개포동,653,개포로,11680,11680,202601,2026,01,10
개포주공7단지(24평형),24평형,16.2,20260126,318500.0,개포주공7단지,16.2,53.46,7,1983,개포동,185,개포로,11680,11680,202601,2026,01,26
풍림(1차)(24평형),24평형,18.1,20260131,205000.0,풍림(1차),18.1,59.7,1,1998,삼성동,106,영동대로112길,11680,11680,202601,2026,01,31
아크로힐스논현(34평형),34평형,25.4,20260131,317000.0,아크로힐스논현,25.4,84.13,29,2014,논현동,276-1,언주로,11680,11680,202601,2026,01,31
성원대치2단지아파트(24평형),24평형,15.1,20260130,225000.0,성원대치2단지아파트,15.1,49.86,9,1992,개포동,12,개포로109길,11680,11680,202601,2026,01,30
래미안블레스티지(24평형),24평형,18.1,20260131,320000.0,래미안블레스티지,18.1,59.897,19,2019,개포동,1280,선릉로,11680,11680,202601,2026,01,31
동익(34평형),34평형,25.5,20260131,250000.0,동익,25.5,84.46,12,1993,수서동,738,광평로39길,11680,11680,202601,2026,01,31
동부센트레빌(43평형),43평형,34.6,20260130,250000.0,동부센트레빌,34.6,114.498,7,2003,논현동,275,언주로116길,11680,11680,202601,2026,01,30
상록수(34평형),34평형,25.7,20260130,325000.0,상록수,25.7,84.95,2,1993,일원동,734,광평로10길,11680,11680,202601,2026,01,30
청담아이파크(43평형),43평형,33.3,20260109,305000.0,청담아이파크,33.3,110.13,3,1992,청담동,130,영동대로142길,11680,11680,202601,2026,01,09
성원대치2단지아파트(24평형),24평형,12.0,20260128,188900.0,성원대치2단지아파트,12.0,39.53,6,1992,개포동,12,개포로109길,11680,11680,202601,2026,01,28
브라운스톤역삼(24평형),24평형,18.1,20260113,104000.0,브라운스톤역삼,18.1,59.96,9,2004,역삼동,747-5,역삼로,11680,11680,202601,2026,01,13
수서(24평형),24평형,15.0,20260130,175000.0,수서,15.0,49.68,13,1992,일원동,711,양재대로55길,11680,11680,202601,2026,01,30
동부센트레빌(43평형),43평형,34.6,20260130,292000.0,동부센트레빌,34.6,114.498,19,2003,논현동,275,언주로116길,11680,11680,202601,2026,01,30
동익(34평형),34평형,25.5,20260117,243500.0,동익,25.5,84.46,3,1993,수서동,738,광평로39길,11680,11680,202601,2026,01,17
청담신원아침도시마인(24평형),24평형,14.0,20260122,61000.0,청담신원아침도시마인,14.0,46.3033,7,2013,청담동,122-35,도산대로85길,11680,11680,202601,2026,01,22
럭키(963)(49평형),49평형,37.5,20260117,310000.0,럭키(963),37.5,124.1,11,1995,도곡동,963,논현로,11680,11680,202601,2026,01,17
수서(24평형),24평형,12.1,20260124,149000.0,수서,12.1,39.98,7,1992,일원동,711,양재대로55길,11680,11680,202601,2026,01,24
수서(24평형),24평형,12.1,20260129,153000.0,수서,12.1,39.98,10,1992,일원동,711,양재대로55길,11680,11680,202601,2026,01,29
래미안대치하이스턴(43평형),43평형,33.4,20260123,362000.0,래미안대치하이스턴,33.4,110.39,8,1989,대치동,985,도곡로93길,11680,11680,202601,2026,01,23
상지리츠빌(2호라인)(59평형),59평형,46.5,20260129,262000.0,상지리츠빌(2호라인),46.5,153.65,2,2004,역삼동,761,언주로,11680,11680,202601,2026,01,29
세곡리엔파크(3단지)(34평형),34평형,25.7,20260116,118000.0,세곡리엔파크(3단지),25.7,84.96,7,2011,세곡동,516,헌릉로590길,11680,11680,202601,2026,01,16
신동아(22)(24평형),24평형,10.8,20260129,113000.0,신동아(22),10.8,35.73,6,1997,논현동,22,강남대로146길,11680,11680,202601,2026,01,29
신현대12차(59평형),59평형,47.0,20260116,860000.0,신현대12차,47.0,155.52,4,1982,압구정동,434,압구정로,11680,11680,202601,2026,01,16
삼성동힐스테이트 1단지(24평형),24평형,9.5,20260129,165000.0,삼성동힐스테이트 1단지,9.5,31.402,14,2008,삼성동,16-2,학동로68길,11680,11680,202601,2026,01,29
신동아(24평형),24평형,10.0,20260114,154000.0,신동아,10.0,33.18,9,1992,수서동,736,광평로47길,11680,11680,202601,2026,01,14
"현대1차(12,13,21,22,31,32,33동)(59평형)",59평형,48.8,20260118,890000.0,"현대1차(12,13,21,22,31,32,33동)",48.8,161.19,11,1976,압구정동,369-1,압구정로29길,11680,11680,202601,2026,01,18
경남1(39평형),39평형,29.3,20260128,353000.0,경남1,29.3,96.98,2,1984,개포동,649,언주로,11680,11680,202601,2026,01,28
세방하이빌1(24평형),24평형,18.1,20260128,129000.0,세방하이빌1,18.1,59.77,7,2003,역삼동,771-4,역삼로,11680,11680,202601,2026,01,28
동부센트레빌(59평형),59평형,48.8,20260115,650000.0,동부센트레빌,48.8,161.47,13,2005,대치동,670,선릉로,11680,11680,202601,2026,01,15
개포자이프레지던스(24평형),24평형,18.1,20260110,318000.0,개포자이프레지던스,18.1,59.9751,23,2023,개포동,1284,삼성로,11680,11680,202601,2026,01,10
개포래미안포레스트(39평형),39평형,31.0,20260126,390000.0,개포래미안포레스트,31.0,102.41,19,2020,개포동,1282,개포로,11680,11680,202601,2026,01,26
라테라스청담(24평형),24평형,12.9,20260126,78000.0,라테라스청담,12.9,42.56,6,2018,청담동,76-12,학동로81길,11680,11680,202601,2026,01,26
까치마을(24평형),24평형,15.0,20260106,200000.0,까치마을,15.0,49.5,4,1993,수서동,746,광평로19길,11680,11680,202601,2026,01,06
대우멤버스카운티301(43평형),43평형,33.3,20260127,238000.0,대우멤버스카운티301,33.3,109.99,6,2005,삼성동,33-24,봉은사로57길,11680,11680,202601,2026,01,27
성원대치2단지아파트(24평형),24평형,10.0,20260109,162500.0,성원대치2단지아파트,10.0,33.18,9,1992,개포동,12,개포로109길,11680,11680,202601,2026,01,09
삼익(24평형),24평형,14.9,20260114,230000.0,삼익,14.9,49.2,8,1992,수서동,708,광평로51길,11680,11680,202601,2026,01,14
강남자곡 힐스테이트(34평형),34평형,25.5,20260127,174000.0,강남자곡 힐스테이트,25.5,84.39,17,2015,자곡동,619,자곡로3길,11680,11680,202601,2026,01,27
삼익(24평형),24평형,18.2,20260126,198000.0,삼익,18.2,60.0,2,1992,수서동,708,광평로51길,11680,11680,202601,2026,01,26
동원스위트뷰역삼(34평형),34평형,25.7,20260126,120000.0,동원스위트뷰역삼,25.7,84.83,6,2017,역삼동,745-13,역삼로19길,11680,11680,202601,2026,01,26
래미안청담로이뷰(43평형),43평형,33.3,20260108,330000.0,래미안청담로이뷰,33.3,110.2,6,1992,청담동,134,영동대로142길,11680,11680,202601,2026,01,08
대우디오빌(34평형),34평형,25.7,20260103,108000.0,대우디오빌,25.7,84.986,5,2002,역삼동,720-25,언주로,11680,11680,202601,2026,01,03
성원대치2단지아파트(24평형),24평형,12.0,20260115,192000.0,성원대치2단지아파트,12.0,39.53,9,1992,개포동,12,개포로109길,11680,11680,202601,2026,01,15
학동(43평형),43평형,32.6,20260117,132800.0,학동,32.6,107.86,5,2005,논현동,217-34,논현로124길,11680,11680,202601,2026,01,17
강남자곡 힐스테이트(24평형),24평형,18.1,20260126,144000.0,강남자곡 힐스테이트,18.1,59.93,10,2015,자곡동,619,자곡로3길,11680,11680,202601,2026,01,26
한보미도맨션1(49평형),49평형,38.7,20260106,390000.0,한보미도맨션1,38.7,128.01,9,1983,대치동,511,삼성로,11680,11680,202601,2026,01,06
케이씨빌(43평형),43평형,34.4,20260117,136000.0,케이씨빌,34.4,113.77,1,2004,논현동,104-23,선릉로137길,11680,11680,202601,2026,01,17
삼성동힐스테이트 1단지(24평형),24평형,9.5,20260126,118000.0,삼성동힐스테이트 1단지,9.5,31.402,22,2008,삼성동,16-2,학동로68길,11680,11680,202601,2026,01,26
현대1차101동~106동(49평형),49평형,38.9,20260115,390000.0,현대1차101동~106동,38.9,128.62,8,1984,개포동,653,개포로,11680,11680,202601,2026,01,15
강남자곡아이파크(34평형),34평형,25.7,20260124,232000.0,강남자곡아이파크,25.7,84.96,14,2014,자곡동,602,자곡로,11680,11680,202601,2026,01,24
포스코더샵(59평형),59평형,42.2,20260110,400000.0,포스코더샵,42.2,139.54,17,2004,대치동,902,삼성로,11680,11680,202601,2026,01,10
까치마을(24평형),24평형,10.4,20260106,142000.0,까치마을,10.4,34.44,3,1993,수서동,746,광평로19길,11680,11680,202601,2026,01,06
세호시티라이프(24평형),24평형,13.6,20260124,48000.0,세호시티라이프,13.6,45.04,5,1996,논현동,122-25,강남대로128길,11680,11680,202601,2026,01,24
대치현대(24평형),24평형,18.1,20260117,278000.0,대치현대,18.1,59.82,15,1999,대치동,974,삼성로64길,11680,11680,202601,2026,01,17
강남자곡아이파크(32평형),32평형,22.7,20260124,219000.0,강남자곡아이파크,22.7,74.89,11,2014,자곡동,602,자곡로,11680,11680,202601,2026,01,24
현대비젼21(24평형),24평형,10.0,20260123,37750.0,현대비젼21,10.0,33.1,22,1999,도곡동,467-19,언주로30길,11680,11680,202601,2026,01,23
우찬현대(1260-2)(24평형),24평형,19.7,20260124,92500.0,우찬현대(1260-2),19.7,65.06,6,2006,개포동,1260-2,개포로31길,11680,11680,202601,2026,01,24
개포주공6단지(32평형),32평형,22.1,20260124,377000.0,개포주공6단지,22.1,73.02,8,1983,개포동,185,개포로,11680,11680,202601,2026,01,24
성원대치2단지아파트(24평형),24평형,12.0,20260124,184000.0,성원대치2단지아파트,12.0,39.53,3,1992,개포동,12,개포로109길,11680,11680,202601,2026,01,24
청담4차이-편한세상(34평형),34평형,25.6,20260124,250000.0,청담4차이-편한세상,25.6,84.57,2,2011,청담동,28-20,학동로73길,11680,11680,202601,2026,01,24
강남서해그랑블(24평형),24평형,20.0,20260122,102000.0,강남서해그랑블,20.0,66.04,9,2012,역삼동,796-29,논현로63길,11680,11680,202601,2026,01,22
개포래미안포레스트(34평형),34평형,25.7,20260119,360000.0,개포래미안포레스트,25.7,84.83,6,2020,개포동,1282,개포로,11680,11680,202601,2026,01,19
청담대림이-편한세상(34평형),34평형,24.8,20260114,272000.0,청담대림이-편한세상,24.8,81.84,12,2002,청담동,30-33,학동로77길,11680,11680,202601,2026,01,14
알파임하우스1(84평형),84평형,73.3,20260114,640000.0,알파임하우스1,73.3,242.16,6,2002,신사동,649-5,언주로164길,11680,11680,202601,2026,01,14
현대1(34평형),34평형,25.5,20260115,250000.0,현대1,25.5,84.27,11,1990,대치동,992,영동대로57길,11680,11680,202601,2026,01,15
신동아(24평형),24평형,10.0,20260122,146500.0,신동아,10.0,33.18,6,1992,수서동,736,광평로47길,11680,11680,202601,2026,01,22
미켈란147(34평형),34평형,25.7,20260122,176000.0,미켈란147,25.7,84.86,21,2004,삼성동,147-2,봉은사로,11680,11680,202601,2026,01,22
"현대2차(10,11,20,23,24,25동)(59평형)",59평형,48.6,20260119,840000.0,"현대2차(10,11,20,23,24,25동)",48.6,160.51,5,1976,압구정동,369-1,압구정로29길,11680,11680,202601,2026,01,19
대림역삼(34평형),34평형,25.7,20260113,244000.0,대림역삼,25.7,84.96,17,1997,역삼동,761-10,언주로,11680,11680,202601,2026,01,13
우성아파트(43평형),43평형,31.9,20260106,175000.0,우성아파트,31.9,105.58,6,2005,청담동,11-25,삼성로147길,11680,11680,202601,2026,01,06
서광아파트(24평형),24평형,18.1,20260117,250000.0,서광아파트,18.1,59.67,5,1998,삼성동,2,선릉로130길,11680,11680,202601,2026,01,17
대치현대(34평형),34평형,25.7,20260121,360000.0,대치현대,25.7,85.0,22,1999,대치동,974,삼성로64길,11680,11680,202601,2026,01,21
개포래미안포레스트(34평형),34평형,25.7,20260109,340000.0,개포래미안포레스트,25.7,84.86,11,2020,개포동,1282,개포로,11680,11680,202601,2026,01,09
대우디오빌(24평형),24평형,7.8,20260120,30000.0,대우디오빌,7.8,25.89,12,2004,도곡동,952,강남대로,11680,11680,202601,2026,01,20
새롬(1164-13)(24평형),24평형,18.1,20260121,89000.0,새롬(1164-13),18.1,59.96,2,2000,개포동,1164-13,논현로2길,11680,11680,202601,2026,01,21
성원대치2단지아파트(24평형),24평형,10.0,20260110,165000.0,성원대치2단지아파트,10.0,33.18,13,1992,개포동,12,개포로109길,11680,11680,202601,2026,01,10
개포주공5단지(24평형),24평형,16.3,20260119,199150.0,개포주공5단지,16.3,53.98,7,1983,개포동,187,삼성로4길,11680,11680,202601,2026,01,19
SK허브프리모(32평형),32평형,21.3,20260121,98000.0,SK허브프리모,21.3,70.31,5,2006,도곡동,953-1,강남대로,11680,11680,202601,2026,01,21
삼성동힐스테이트 1단지(24평형),24평형,9.5,20260120,159000.0,삼성동힐스테이트 1단지,9.5,31.402,3,2008,삼성동,16-2,학동로68길,11680,11680,202601,2026,01,20
삼성웰피아(39평형),39평형,27.9,20260110,147000.0,삼성웰피아,27.9,92.11,4,2005,삼성동,130-2,테헤란로77길,11680,11680,202601,2026,01,10
대우디오빌플러스(24평형),24평형,13.3,20260117,44400.0,대우디오빌플러스,13.3,43.99,12,2004,역삼동,824-25,강남대로84길,11680,11680,202601,2026,01,17
논현아이파크(24평형),24평형,14.4,20260119,120000.0,논현아이파크,14.4,47.46,10,2020,논현동,225-6,언주로,11680,11680,202601,2026,01,19
신동아(24평형),24평형,12.0,20260105,185000.0,신동아,12.0,39.51,4,1992,수서동,736,광평로47길,11680,11680,202601,2026,01,05
현대비젼21(24평형),24평형,9.9,20260119,38000.0,현대비젼21,9.9,32.65,15,1999,도곡동,467-19,언주로30길,11680,11680,202601,2026,01,19
대우디오빌(24평형),24평형,11.8,20260109,39750.0,대우디오빌,11.8,39.13,18,2002,역삼동,720-25,언주로,11680,11680,202601,2026,01,09
개포래미안포레스트(32평형),32평형,22.6,20260114,314000.0,개포래미안포레스트,22.6,74.66,8,2020,개포동,1282,개포로,11680,11680,202601,2026,01,14
청담대림이-편한세상(49평형),49평형,40.6,20260114,313000.0,청담대림이-편한세상,40.6,134.24,6,2002,청담동,30-33,학동로77길,11680,11680,202601,2026,01,14
디에이치자이개포(34평형),34평형,25.6,20260124,375000.0,디에이치자이개포,25.6,84.73,14,2021,일원동,743,영동대로,11680,11680,202601,2026,01,24
도곡스타클래스(43평형),43평형,34.1,20260105,155000.0,도곡스타클래스,34.1,112.75,4,2007,도곡동,957-11,남부순환로,11680,11680,202601,2026,01,05
강남엘에이치1단지(34평형),34평형,25.7,20260114,185000.0,강남엘에이치1단지,25.7,84.83,2,2013,세곡동,579,헌릉로571길,11680,11680,202601,2026,01,14
아카데미스위트1(34평형),34평형,25.1,20260109,228000.0,아카데미스위트1,25.1,83.0,19,2004,도곡동,467-7,언주로30길,11680,11680,202601,2026,01,09
까치마을(24평형),24평형,10.4,20260116,140500.0,까치마을,10.4,34.44,3,1993,수서동,746,광평로19길,11680,11680,202601,2026,01,16
"현대7차(73~77,82,85동)(59평형)",59평형,47.6,20260115,850000.0,"현대7차(73~77,82,85동)",47.6,157.36,13,1979,압구정동,456,압구정로,11680,11680,202601,2026,01,15
신동아(22)(24평형),24평형,10.8,20260117,112500.0,신동아(22),10.8,35.73,7,1997,논현동,22,강남대로146길,11680,11680,202601,2026,01,17
세곡푸르지오(34평형),34평형,25.7,20260117,190000.0,세곡푸르지오,25.7,84.83,5,2012,세곡동,533,자곡로,11680,11680,202601,2026,01,17
한보미도맨션1(49평형),49평형,38.7,20260117,475000.0,한보미도맨션1,38.7,128.01,2,1983,대치동,511,삼성로,11680,11680,202601,2026,01,17
개포주공6단지(24평형),24평형,18.2,20260102,337000.0,개포주공6단지,18.2,60.13,2,1983,개포동,185,개포로,11680,11680,202601,2026,01,02
까치마을(24평형),24평형,12.0,20260117,160000.0,까치마을,12.0,39.6,4,1993,수서동,746,광평로19길,11680,11680,202601,2026,01,17
도곡렉슬(49평형),49평형,40.8,20260105,505000.0,도곡렉슬,40.8,134.9023,13,2006,도곡동,527,선릉로,11680,11680,202601,2026,01,05
역삼래미안(24평형),24평형,18.0,20260116,284500.0,역삼래미안,18.0,59.53,6,2005,역삼동,757,선릉로69길,11680,11680,202601,2026,01,16
우성캐릭터199(59평형),59평형,49.9,20260113,316000.0,우성캐릭터199,49.9,164.97,21,1998,도곡동,467-24,언주로,11680,11680,202601,2026,01,13
삼성동롯데아파트(34평형),34평형,27.8,20260117,309000.0,삼성동롯데아파트,27.8,91.77,7,2000,삼성동,17,학동로,11680,11680,202601,2026,01,17
삼성청담아파트(34평형),34평형,25.7,20260109,270000.0,삼성청담아파트,25.7,84.98,3,1999,청담동,42,학동로,11680,11680,202601,2026,01,09
한화진넥스빌(24평형),24평형,13.2,20260114,43250.0,한화진넥스빌,13.2,43.58,6,2001,역삼동,706-20,언주로86길,11680,11680,202601,2026,01,14
래미안강남힐즈(34평형),34평형,27.8,20260113,209000.0,래미안강남힐즈,27.8,91.96,5,2014,자곡동,611,자곡로,11680,11680,202601,2026,01,13
수서한아름(39평형),39평형,29.5,20260114,270000.0,수서한아름,29.5,97.63,7,1993,수서동,712,광평로51길,11680,11680,202601,2026,01,14
