차트라벨,평형그룹,전용평수,계약일자,거래금액(만원),아파트,전용면적(평),전용면적(㎡),층,건축년도,법정동,지번,도로명,지역코드,조회지역코드,조회계약년월,계약년,계약월,계약일
방배3차현대홈타운(49평형),49평형,36.6,20260208,274000.0,방배3차현대홈타운,36.6,120.915,5,2004,방배동,2233,방배중앙로21길,11650,11650,202602,2026,02,08
서초네이처힐4단지(34평형),34평형,25.6,20260210,205000.0,서초네이처힐4단지,25.6,84.77,5,2011,우면동,720,태봉로2길,11650,11650,202602,2026,02,10
브라운스톤방배(43평형),43평형,34.7,20260219,263000.0,브라운스톤방배,34.7,114.65,7,2005,방배동,899-16,서초대로26길,11650,11650,202602,2026,02,19
서초래미안(43평형),43평형,33.7,20260220,324000.0,서초래미안,33.7,111.32,15,2003,서초동,1682,서초대로65길,11650,11650,202602,2026,02,20
아크로비스타(84평형),84평형,66.7,20260212,450000.0,아크로비스타,66.7,220.55,20,2004,서초동,1685-3,서초중앙로,11650,11650,202602,2026,02,12
서초푸르지오써밋(24평형),24평형,18.1,20260214,325000.0,서초푸르지오써밋,18.1,59.92,24,2017,서초동,1311-10,서운로,11650,11650,202602,2026,02,14
대림e-편한세상1(59평형),59평형,49.7,20260209,285000.0,대림e-편한세상1,49.7,164.38,11,2003,방배동,884-21,서초대로34길,11650,11650,202602,2026,02,09
신반포4(43평형),43평형,32.8,20260209,500000.0,신반포4,32.8,108.42,1,1979,잠원동,70,잠원로,11650,11650,202602,2026,02,09
방배1차현대홈타운(24평형),24평형,18.1,20260221,228000.0,방배1차현대홈타운,18.1,59.94,2,1999,방배동,1344,서초대로1길,11650,11650,202602,2026,02,21
서초이오빌(24평형),24평형,11.1,20260211,32800.0,서초이오빌,11.1,36.66,15,2003,서초동,1593-7,효령로53길,11650,11650,202602,2026,02,11
서초이오빌(24평형),24평형,11.1,20260207,29500.0,서초이오빌,11.1,36.66,17,2003,서초동,1593-7,효령로53길,11650,11650,202602,2026,02,07
신반포2(34평형),34평형,24.0,20260220,475000.0,신반포2,24.0,79.42,8,1978,잠원동,73,신반포로23길,11650,11650,202602,2026,02,20
서리풀e편한세상(24평형),24평형,18.1,20260220,237000.0,서리풀e편한세상,18.1,59.97,6,2010,방배동,906-13,효령로33길,11650,11650,202602,2026,02,20
잠원아이비(39평형),39평형,28.9,20260214,147000.0,잠원아이비,28.9,95.589,2,2005,잠원동,34-1,강남대로95길,11650,11650,202602,2026,02,14
프라임(34평형),34평형,23.9,20260210,97400.0,프라임,23.9,78.87,6,2002,양재동,402-13,논현로1길,11650,11650,202602,2026,02,10
프레스턴클레식(84평형),84평형,65.1,20260221,290000.0,프레스턴클레식,65.1,215.06,3,2005,반포동,612-49,동광로27길,11650,11650,202602,2026,02,21
래미안퍼스티지(24평형),24평형,18.1,20260203,445000.0,래미안퍼스티지,18.1,59.89,15,2009,반포동,18-1,반포대로,11650,11650,202602,2026,02,03
서초한신리빙타워(24평형),24평형,14.5,20260213,70000.0,서초한신리빙타워,14.5,47.87,8,1999,서초동,1533,효령로,11650,11650,202602,2026,02,13
래미안 리더스원(34평형),34평형,25.7,20260213,380000.0,래미안 리더스원,25.7,84.94,17,2020,서초동,1755,서운로,11650,11650,202602,2026,02,13
현대슈퍼빌(59평형),59평형,49.9,20260220,300000.0,현대슈퍼빌,49.9,164.87,17,2003,서초동,1446-11,서초중앙로,11650,11650,202602,2026,02,20
공작빌라트(59평형),59평형,44.8,20260220,170000.0,공작빌라트,44.8,148.08,7,1995,방배동,1029-1,방배로5길,11650,11650,202602,2026,02,20
새티스(43평형),43평형,35.3,20260207,158000.0,새티스,35.3,116.79,3,2000,양재동,359,강남대로6길,11650,11650,202602,2026,02,07
대우아이빌(24평형),24평형,10.7,20260213,63000.0,대우아이빌,10.7,35.38,7,2001,잠원동,42-13,신반포로45길,11650,11650,202602,2026,02,13
서초트라팰리스(39평형),39평형,28.9,20260212,209000.0,서초트라팰리스,28.9,95.58,13,2005,서초동,1344-13,효령로72길,11650,11650,202602,2026,02,12
반포자이(84평형),84평형,58.8,20260210,770000.0,반포자이,58.8,194.515,19,2009,반포동,20-43,신반포로,11650,11650,202602,2026,02,10
래미안서초유니빌(24평형),24평형,13.7,20260211,50500.0,래미안서초유니빌,13.7,45.255,3,2003,서초동,1445-4,서초중앙로,11650,11650,202602,2026,02,11
한신타워(49평형),49평형,39.9,20260213,400000.0,한신타워,39.9,131.88,17,1996,잠원동,71-11,잠원로3길,11650,11650,202602,2026,02,13
산호아파트(32평형),32평형,20.7,20260220,91000.0,산호아파트,20.7,68.54,1,2001,반포동,741-5,강남대로79길,11650,11650,202602,2026,02,20
중앙하이츠(32평형),32평형,22.8,20260219,295000.0,중앙하이츠,22.8,75.44,15,1998,잠원동,71-17,잠원로3길,11650,11650,202602,2026,02,19
서초파라곤(34평형),34평형,25.7,20260213,139000.0,서초파라곤,25.7,84.98,12,2005,서초동,1327-29,서초대로74길,11650,11650,202602,2026,02,13
서초중흥S-클래스(도시형생활주택)(24평형),24평형,7.8,20260214,24000.0,서초중흥S-클래스(도시형생활주택),7.8,25.82,7,2013,서초동,1451-89,효령로52길,11650,11650,202602,2026,02,14
래미안 리더스원(24평형),24평형,18.1,20260205,325000.0,래미안 리더스원,18.1,59.97,13,2020,서초동,1755,서운로,11650,11650,202602,2026,02,05
호반써밋서초파크뷰(토지임대부아파트)(24평형),24평형,18.1,20260214,132000.0,호반써밋서초파크뷰(토지임대부아파트),18.1,59.93,4,2013,우면동,789,양재대로2길,11650,11650,202602,2026,02,14
한라(24평형),24평형,18.1,20260206,159500.0,한라,18.1,59.98,5,1994,우면동,67,바우뫼로,11650,11650,202602,2026,02,06
서초더샵포레(43평형),43평형,34.7,20260210,195000.0,서초더샵포레,34.7,114.71,11,2014,내곡동,411,헌릉로8길,11650,11650,202602,2026,02,10
우성아파트(24평형),24평형,18.1,20260205,210000.0,우성아파트,18.1,59.93,10,1998,서초동,1326-17,서초대로74길,11650,11650,202602,2026,02,05
방배3차e-편한세상(84평형),84평형,65.6,20260212,445000.0,방배3차e-편한세상,65.6,216.7346,13,2006,방배동,797-30,동광로,11650,11650,202602,2026,02,12
엠브이아파트(49평형),49평형,39.3,20260211,250000.0,엠브이아파트,39.3,129.93,4,1994,반포동,46,고무래로10길,11650,11650,202602,2026,02,11
서리풀e편한세상(59평형),59평형,49.7,20260212,450000.0,서리풀e편한세상,49.7,164.46,8,2010,방배동,906-13,효령로33길,11650,11650,202602,2026,02,12
아크로리버파크(24평형),24평형,18.1,20260210,445000.0,아크로리버파크,18.1,59.97,7,2016,반포동,2-12,신반포로15길,11650,11650,202602,2026,02,10
래미안원베일리(24평형),24평형,18.1,20260206,495000.0,래미안원베일리,18.1,59.96,20,2023,반포동,1,반포대로,11650,11650,202602,2026,02,06
롯데캐슬헤론(39평형),39평형,31.4,20260206,230000.0,롯데캐슬헤론,31.4,103.7,16,2006,방배동,754-1,동광로1길,11650,11650,202602,2026,02,06
아크로리버뷰신반포(34평형),34평형,23.7,20260210,580000.0,아크로리버뷰신반포,23.7,78.5,27,2018,잠원동,159,잠원로,11650,11650,202602,2026,02,10
더미켈란(84평형),84평형,74.1,20260209,430000.0,더미켈란,74.1,244.98,4,2005,서초동,1494-4,명달로,11650,11650,202602,2026,02,09
래미안퍼스티지(24평형),24평형,18.1,20260204,409000.0,래미안퍼스티지,18.1,59.96,1,2009,반포동,18-1,반포대로,11650,11650,202602,2026,02,04
대우아이빌(24평형),24평형,10.5,20260206,70000.0,대우아이빌,10.5,34.72,7,2001,잠원동,42-13,신반포로45길,11650,11650,202602,2026,02,06
래미안퍼스티지(34평형),34평형,25.7,20260203,575000.0,래미안퍼스티지,25.7,84.93,9,2009,반포동,18-1,반포대로,11650,11650,202602,2026,02,03
서초이오빌(24평형),24평형,17.7,20260205,67500.0,서초이오빌,17.7,58.48,16,2003,서초동,1593-7,효령로53길,11650,11650,202602,2026,02,05
서초현대(24평형),24평형,16.5,20260208,158000.0,서초현대,16.5,54.45,1,1999,서초동,1648-2,사임당로19길,11650,11650,202602,2026,02,08
청암(84평형),84평형,69.0,20260206,167000.0,청암,69.0,227.97,4,1992,방배동,980-45,효령로,11650,11650,202602,2026,02,06
래미안 리더스원(24평형),24평형,18.1,20260207,324000.0,래미안 리더스원,18.1,59.96,19,2020,서초동,1755,서운로,11650,11650,202602,2026,02,07
인랜드(32평형),32평형,22.2,20260207,129700.0,인랜드,22.2,73.28,6,2002,양재동,363-3,강남대로2길,11650,11650,202602,2026,02,07
우성아파트(24평형),24평형,18.1,20260206,228000.0,우성아파트,18.1,59.93,13,1998,서초동,1326-17,서초대로74길,11650,11650,202602,2026,02,06
래미안서초유니빌(24평형),24평형,13.7,20260205,51000.0,래미안서초유니빌,13.7,45.255,17,2003,서초동,1445-4,서초중앙로,11650,11650,202602,2026,02,05
신반포2(32평형),32평형,20.8,20260206,420000.0,신반포2,20.8,68.91,10,1978,잠원동,73,신반포로23길,11650,11650,202602,2026,02,06
다솔멤버스(59평형),59평형,42.5,20260205,197000.0,다솔멤버스,42.5,140.47,2,2003,서초동,1507-61,명달로22길,11650,11650,202602,2026,02,05
신반포2(49평형),49평형,41.6,20260204,710000.0,신반포2,41.6,137.66,10,1978,잠원동,73,신반포로23길,11650,11650,202602,2026,02,04
한라(24평형),24평형,18.1,20260204,156000.0,한라,18.1,59.98,6,1994,우면동,67,바우뫼로,11650,11650,202602,2026,02,04
호반써밋서초파크(34평형),34평형,25.7,20260204,183500.0,호반써밋서초파크,25.7,84.99,8,2013,우면동,788,양재대로2길,11650,11650,202602,2026,02,04
방배아트e편한세상104(43평형),43평형,34.2,20260202,198500.0,방배아트e편한세상104,34.2,113.183,4,2005,방배동,486-1,효령로2길,11650,11650,202602,2026,02,02
우성아파트(24평형),24평형,18.1,20260203,238000.0,우성아파트,18.1,59.93,5,1998,서초동,1326-17,서초대로74길,11650,11650,202602,2026,02,03
반포자이(84평형),84평형,58.9,20260203,745000.0,반포자이,58.9,194.692,9,2009,반포동,20-43,신반포로,11650,11650,202602,2026,02,03
엠브이아파트(49평형),49평형,39.3,20260203,230000.0,엠브이아파트,39.3,129.93,3,1994,반포동,46,고무래로10길,11650,11650,202602,2026,02,03
서초8차상지리츠빌(49평형),49평형,39.0,20260203,220000.0,서초8차상지리츠빌,39.0,128.81,3,2006,서초동,1491-3,명달로13길,11650,11650,202602,2026,02,03
아크로리버뷰신반포(34평형),34평형,23.7,20260202,500000.0,아크로리버뷰신반포,23.7,78.48,17,2018,잠원동,159,잠원로,11650,11650,202602,2026,02,02
래미안원베일리(39평형),39평형,30.9,20260209,735000.0,래미안원베일리,30.9,101.99,9,2023,반포동,1,반포대로,11650,11650,202602,2026,02,09
임광(34평형),34평형,25.6,20260325,233000.0,임광,25.6,84.78,9,1985,방배동,1015,방배로,11650,11650,202603,2026,03,25
두산위브(1362)(34평형),34평형,23.8,20260331,132000.0,두산위브(1362),23.8,78.63,8,2005,서초동,1362,강남대로39길,11650,11650,202603,2026,03,31
반포자이(59평형),59평형,49.9,20260330,650000.0,반포자이,49.9,165.052,16,2009,반포동,20-43,신반포로,11650,11650,202603,2026,03,30
우솔마을서초리슈빌S아파트(24평형),24평형,6.5,20260331,16100.0,우솔마을서초리슈빌S아파트,6.5,21.5893,3,2014,우면동,764,양재대로2길,11650,11650,202603,2026,03,31
프라임빌라트(43평형),43평형,33.1,20260328,130000.0,프라임빌라트,33.1,109.52,3,2003,반포동,98-4,서래로,11650,11650,202603,2026,03,28
래미안퍼스티지(59평형),59평형,51.0,20260325,734500.0,래미안퍼스티지,51.0,168.65,14,2009,반포동,18-1,반포대로,11650,11650,202603,2026,03,25
서초이오빌(24평형),24평형,13.1,20260325,40600.0,서초이오빌,13.1,43.2,22,2003,서초동,1593-7,효령로53길,11650,11650,202603,2026,03,25
방배 서리풀 그랑블(34평형),34평형,25.7,20260323,215000.0,방배 서리풀 그랑블,25.7,84.9969,2,2019,방배동,3279,서초대로34가길,11650,11650,202603,2026,03,23
코오롱(24평형),24평형,15.9,20260326,161000.0,코오롱,15.9,52.47,6,1994,우면동,70,바우뫼로,11650,11650,202603,2026,03,26
서초센트럴IPARK(34평형),34평형,24.4,20260324,216000.0,서초센트럴IPARK,24.4,80.5154,31,2020,서초동,1582-3,반포대로18길,11650,11650,202603,2026,03,24
방배대우디오빌(24평형),24평형,8.7,20260331,25500.0,방배대우디오빌,8.7,28.84,6,2005,방배동,866-20,서초대로,11650,11650,202603,2026,03,31
현대이에스에이아파트(59평형),59평형,49.6,20260324,170000.0,현대이에스에이아파트,49.6,163.95,14,2002,서초동,1338,효령로77길,11650,11650,202603,2026,03,24
롯데캐슬아르떼(59평형),59평형,44.7,20260328,371000.0,롯데캐슬아르떼,44.7,147.7221,9,2013,방배동,424-28,방배천로18길,11650,11650,202603,2026,03,28
한신트리플(24평형),24평형,11.9,20260328,42000.0,한신트리플,11.9,39.31,4,2004,방배동,816-1,방배로33길,11650,11650,202603,2026,03,28
서초이오빌(24평형),24평형,13.1,20260321,40500.0,서초이오빌,13.1,43.2,17,2003,서초동,1593-7,효령로53길,11650,11650,202603,2026,03,21
우성(32평형),32평형,22.1,20260321,200000.0,우성,22.1,73.15,4,1991,양재동,154-2,바우뫼로,11650,11650,202603,2026,03,21
프리우스(32평형),32평형,22.2,20260320,127000.0,프리우스,22.2,73.25,2,2004,방배동,846-1,방배로30길,11650,11650,202603,2026,03,20
롯데캐슬메디치(39평형),39평형,31.2,20260320,143100.0,롯데캐슬메디치,31.2,103.24,8,2010,서초동,1656-4,서초중앙로,11650,11650,202603,2026,03,20
우성(32평형),32평형,22.1,20260323,199000.0,우성,22.1,73.15,2,1991,양재동,154-2,바우뫼로,11650,11650,202603,2026,03,23
서초쌍용플래티넘(32평형),32평형,20.6,20260322,98000.0,서초쌍용플래티넘,20.6,68.21,15,2006,서초동,1445-13,서초중앙로,11650,11650,202603,2026,03,22
서초이오빌(24평형),24평형,13.9,20260317,40000.0,서초이오빌,13.9,45.96,17,2003,서초동,1593-7,효령로53길,11650,11650,202603,2026,03,17
동아(34평형),34평형,25.7,20260328,367000.0,동아,25.7,84.91,15,2002,잠원동,157,신반포로33길,11650,11650,202603,2026,03,28
서초동삼성쉐르빌2(24평형),24평형,10.7,20260328,30500.0,서초동삼성쉐르빌2,10.7,35.22,18,2002,서초동,1330,강남대로53길,11650,11650,202603,2026,03,28
엠브이아파트(34평형),34평형,25.2,20260326,199000.0,엠브이아파트,25.2,83.4,1,1994,반포동,46,고무래로10길,11650,11650,202603,2026,03,26
서초2차e-편한세상(43평형),43평형,35.3,20260329,235000.0,서초2차e-편한세상,35.3,116.745,4,2005,서초동,1529,효령로49길,11650,11650,202603,2026,03,29
킴스빌리지(24평형),24평형,11.3,20260321,175000.0,킴스빌리지,11.3,37.38,12,1996,잠원동,71-12,잠원로3길,11650,11650,202603,2026,03,21
반포자이(34평형),34평형,25.7,20260314,500000.0,반포자이,25.7,84.984,27,2009,반포동,20-43,신반포로,11650,11650,202603,2026,03,14
롯데캐슬쥬피터(59평형),59평형,46.2,20260325,245000.0,롯데캐슬쥬피터,46.2,152.86,10,2003,서초동,1359-50,서운로6길,11650,11650,202603,2026,03,25
서초코아(32평형),32평형,21.2,20260331,88000.0,서초코아,21.2,70.13,5,2003,서초동,1465-7,남부순환로317길,11650,11650,202603,2026,03,31
엠브이아파트(34평형),34평형,25.2,20260318,194000.0,엠브이아파트,25.2,83.4,6,1994,반포동,46,고무래로10길,11650,11650,202603,2026,03,18
나인빌(84평형),84평형,56.8,20260316,225000.0,나인빌,56.8,187.68,6,2009,방배동,800-3,방배로32길,11650,11650,202603,2026,03,16
동아(24평형),24평형,18.1,20260318,315000.0,동아,18.1,59.8,19,2002,잠원동,157,신반포로33길,11650,11650,202603,2026,03,18
삼풍아파트(49평형),49평형,39.5,20260331,420000.0,삼풍아파트,39.5,130.73,7,1988,서초동,1685,서초중앙로,11650,11650,202603,2026,03,31
프리우스(32평형),32평형,22.8,20260331,139000.0,프리우스,22.8,75.32,2,2004,방배동,846-1,방배로30길,11650,11650,202603,2026,03,31
반포자이(34평형),34평형,25.7,20260331,510000.0,반포자이,25.7,84.998,21,2009,반포동,20-43,신반포로,11650,11650,202603,2026,03,31
서초이오빌(24평형),24평형,13.9,20260306,41000.0,서초이오빌,13.9,45.96,20,2003,서초동,1593-7,효령로53길,11650,11650,202603,2026,03,06
방배씨티(보성)(32평형),32평형,22.4,20260324,139500.0,방배씨티(보성),22.4,74.16,9,2000,방배동,836-1,서초대로23길,11650,11650,202603,2026,03,24
강남월드메르디앙프레스티지(24평형),24평형,10.9,20260320,73000.0,강남월드메르디앙프레스티지,10.9,36.109,7,2022,양재동,11-11,남부순환로350길,11650,11650,202603,2026,03,20
호반써밋서초파크뷰(토지임대부아파트)(24평형),24평형,18.1,20260331,112000.0,호반써밋서초파크뷰(토지임대부아파트),18.1,59.93,5,2013,우면동,789,양재대로2길,11650,11650,202603,2026,03,31
서초동삼성쉐르빌2(24평형),24평형,10.7,20260325,27500.0,서초동삼성쉐르빌2,10.7,35.22,14,2002,서초동,1330,강남대로53길,11650,11650,202603,2026,03,25
동원베네스트아파트(34평형),34평형,25.7,20260316,196000.0,동원베네스트아파트,25.7,84.9,7,2002,서초동,1350-13,서운로9길,11650,11650,202603,2026,03,16
반포훼미리(101동)(43평형),43평형,32.8,20260318,134100.0,반포훼미리(101동),32.8,108.5,2,2002,반포동,713-1,주흥11길,11650,11650,202603,2026,03,18
뉴현대(49평형),49평형,40.0,20260323,148000.0,뉴현대,40.0,132.2,2,1992,양재동,292,언남10길,11650,11650,202603,2026,03,23
방배우성(34평형),34평형,24.3,20260331,220000.0,방배우성,24.3,80.2,5,1991,방배동,2525,방배선행길,11650,11650,202603,2026,03,31
대림e-편한세상1(59평형),59평형,49.7,20260326,285000.0,대림e-편한세상1,49.7,164.25,10,2003,방배동,884-21,서초대로34길,11650,11650,202603,2026,03,26
서초그랑자이(43평형),43평형,36.1,20260325,515000.0,서초그랑자이,36.1,119.41,24,2021,서초동,1757,효령로,11650,11650,202603,2026,03,25
호반써밋서초파크뷰(토지임대부아파트)(24평형),24평형,18.1,20260328,137000.0,호반써밋서초파크뷰(토지임대부아파트),18.1,59.99,12,2013,우면동,789,양재대로2길,11650,11650,202603,2026,03,28
래미안서초유니빌(24평형),24평형,13.7,20260326,54000.0,래미안서초유니빌,13.7,45.255,10,2003,서초동,1445-4,서초중앙로,11650,11650,202603,2026,03,26
한신서래(24평형),24평형,19.5,20260330,277000.0,한신서래,19.5,64.53,9,1987,반포동,70-1,사평대로28길,11650,11650,202603,2026,03,30
월드메르디앙(34평형),34평형,25.6,20260330,230000.0,월드메르디앙,25.6,84.78,9,2002,잠원동,33-11,신반포로45길,11650,11650,202603,2026,03,30
래미안서초유니빌(24평형),24평형,13.7,20260331,52000.0,래미안서초유니빌,13.7,45.255,17,2003,서초동,1445-4,서초중앙로,11650,11650,202603,2026,03,31
서초대우아이빌(24평형),24평형,19.7,20260308,77800.0,서초대우아이빌,19.7,65.088,5,2003,서초동,1675-11,서초대로58길,11650,11650,202603,2026,03,08
한신로얄(34평형),34평형,25.6,20260325,285000.0,한신로얄,25.6,84.56,7,1992,잠원동,63-34,신반포로33길,11650,11650,202603,2026,03,25
훼미리(34평형),34평형,25.7,20260330,290000.0,훼미리,25.7,84.83,11,1992,잠원동,51,잠원로,11650,11650,202603,2026,03,30
방배대우디오빌(24평형),24평형,8.7,20260330,28000.0,방배대우디오빌,8.7,28.84,17,2005,방배동,866-20,서초대로,11650,11650,202603,2026,03,30
호반써밋서초파크(24평형),24평형,18.1,20260326,172500.0,호반써밋서초파크,18.1,59.93,11,2013,우면동,788,양재대로2길,11650,11650,202603,2026,03,26
아크로리버파크(24평형),24평형,18.1,20260329,410000.0,아크로리버파크,18.1,59.97,3,2016,반포동,2-12,신반포로15길,11650,11650,202603,2026,03,29
서초그랑자이(24평형),24평형,18.1,20260325,320000.0,서초그랑자이,18.1,59.98,8,2021,서초동,1757,효령로,11650,11650,202603,2026,03,25
현대아파트(24평형),24평형,18.8,20260330,187000.0,현대아파트,18.8,62.05,6,1989,서초동,1346,효령로72길,11650,11650,202603,2026,03,30
삼풍아파트(34평형),34평형,24.0,20260328,317000.0,삼풍아파트,24.0,79.47,7,1988,서초동,1685,서초중앙로,11650,11650,202603,2026,03,28
진흥아파트(59평형),59평형,48.5,20260328,429000.0,진흥아파트,48.5,160.46,12,1979,서초동,1315,서초대로,11650,11650,202603,2026,03,28
래미안서초스위트(39평형),39평형,29.0,20260314,331500.0,래미안서초스위트,29.0,95.7555,10,2009,서초동,1301-6,서운로,11650,11650,202603,2026,03,14
래미안신반포리오센트(24평형),24평형,18.1,20260327,330000.0,래미안신반포리오센트,18.1,59.92,20,2019,잠원동,161,잠원로14길,11650,11650,202603,2026,03,27
지에스타워(24평형),24평형,8.0,20260320,39500.0,지에스타워,8.0,26.43,8,2022,서초동,1675-10,서초대로58길,11650,11650,202603,2026,03,20
서초동삼성쉐르빌2(24평형),24평형,10.7,20260324,32200.0,서초동삼성쉐르빌2,10.7,35.22,8,2002,서초동,1330,강남대로53길,11650,11650,202603,2026,03,24
서초동삼성쉐르빌2(24평형),24평형,10.7,20260326,27000.0,서초동삼성쉐르빌2,10.7,35.22,6,2002,서초동,1330,강남대로53길,11650,11650,202603,2026,03,26
롯데캐슬헤론(39평형),39평형,28.9,20260314,215000.0,롯데캐슬헤론,28.9,95.66,8,2006,방배동,754-1,동광로1길,11650,11650,202603,2026,03,14
서초힐스(34평형),34평형,25.7,20260312,215000.0,서초힐스,25.7,84.95,15,2012,우면동,773,양재대로2길,11650,11650,202603,2026,03,12
초원현대(24평형),24평형,18.1,20260325,144000.0,초원현대,18.1,59.76,12,1998,서초동,1444-3,효령로68길,11650,11650,202603,2026,03,25
비젼(102)(34평형),34평형,25.5,20260312,109000.0,비젼(102),25.5,84.46,4,2003,양재동,16-22,바우뫼로39길,11650,11650,202603,2026,03,12
코오롱(24평형),24평형,15.9,20260313,167000.0,코오롱,15.9,52.47,2,1994,우면동,70,바우뫼로,11650,11650,202603,2026,03,13
서초래미안(43평형),43평형,33.7,20260317,330000.0,서초래미안,33.7,111.32,14,2003,서초동,1682,서초대로65길,11650,11650,202603,2026,03,17
롯데캐슬갤럭시(49평형),49평형,40.4,20260319,425000.0,롯데캐슬갤럭시,40.4,133.41,9,2002,잠원동,50,잠원로14길,11650,11650,202603,2026,03,19
엠브이아파트(34평형),34평형,25.2,20260325,210000.0,엠브이아파트,25.2,83.4,11,1994,반포동,46,고무래로10길,11650,11650,202603,2026,03,25
방배한화(34평형),34평형,25.6,20260311,209000.0,방배한화,25.6,84.7,10,2001,방배동,169-24,효령로33길,11650,11650,202603,2026,03,11
두진한아름(34평형),34평형,25.7,20260324,140000.0,두진한아름,25.7,84.96,2,1995,서초동,1609-6,효령로67길,11650,11650,202603,2026,03,24
롯데캐슬클래식(49평형),49평형,40.4,20260303,385000.0,롯데캐슬클래식,40.4,133.45,11,2006,서초동,1312-3,서운로,11650,11650,202603,2026,03,03
래미안원펜타스(84평형),84평형,58.0,20260323,1000000.0,래미안원펜타스,58.0,191.859,17,2024,반포동,12,신반포로15길,11650,11650,202603,2026,03,23
아크로비스타(59평형),59평형,42.0,20260321,290000.0,아크로비스타,42.0,138.96,6,2004,서초동,1685-3,서초중앙로,11650,11650,202603,2026,03,21
래미안서초유니빌(24평형),24평형,15.0,20260324,59200.0,래미안서초유니빌,15.0,49.745,5,2003,서초동,1445-4,서초중앙로,11650,11650,202603,2026,03,24
한아름(34평형),34평형,25.6,20260314,99000.0,한아름,25.6,84.54,1,2003,양재동,3-1,남부순환로358길,11650,11650,202603,2026,03,14
삼성래미안1(34평형),34평형,25.7,20260307,222500.0,삼성래미안1,25.7,84.91,3,2003,방배동,2626,방배선행길,11650,11650,202603,2026,03,07
대우아이빌(24평형),24평형,10.5,20260317,56500.0,대우아이빌,10.5,34.72,5,2001,잠원동,42-13,신반포로45길,11650,11650,202603,2026,03,17
한신로얄(34평형),34평형,24.6,20260309,295000.0,한신로얄,24.6,81.23,6,1992,잠원동,63-34,신반포로33길,11650,11650,202603,2026,03,09
신반포중앙하이츠(34평형),34평형,25.6,20260304,240000.0,신반포중앙하이츠,25.6,84.66,11,2021,잠원동,71-9,신반포로23길,11650,11650,202603,2026,03,04
두산위브(24평형),24평형,14.2,20260318,165000.0,두산위브,14.2,46.95,7,2003,잠원동,76-2,반포대로,11650,11650,202603,2026,03,18
신반포청구(24평형),24평형,18.1,20260327,282500.0,신반포청구,18.1,59.91,5,1998,잠원동,63-2,신반포로33길,11650,11650,202603,2026,03,27
반포자이(34평형),34평형,25.7,20260321,474000.0,반포자이,25.7,84.998,13,2009,반포동,20-43,신반포로,11650,11650,202603,2026,03,21
서초포레스타3단지(43평형),43평형,34.7,20260320,218000.0,서초포레스타3단지,34.7,114.81,19,2014,신원동,568,헌릉로8길,11650,11650,202603,2026,03,20
래미안서초유니빌(24평형),24평형,13.2,20260314,46000.0,래미안서초유니빌,13.2,43.625,9,2003,서초동,1445-4,서초중앙로,11650,11650,202603,2026,03,14
두진한아름(24평형),24평형,18.1,20260321,117000.0,두진한아름,18.1,59.97,5,1995,서초동,1609-6,효령로67길,11650,11650,202603,2026,03,21
서초노빌리에(34평형),34평형,24.6,20260320,124000.0,서초노빌리에,24.6,81.36,1,2006,서초동,1566-19,서초대로46길,11650,11650,202603,2026,03,20
삼환바우스(34평형),34평형,25.7,20260320,150000.0,삼환바우스,25.7,84.98,8,2006,서초동,1677-11,서초대로,11650,11650,202603,2026,03,20
신영체르니(24평형),24평형,9.7,20260301,50000.0,신영체르니,9.7,32.08,3,2002,양재동,90,논현로27길,11650,11650,202603,2026,03,01
서리풀프라젠아파트(34평형),34평형,23.7,20260313,166000.0,서리풀프라젠아파트,23.7,78.19,3,2020,방배동,3281,서초대로23길,11650,11650,202603,2026,03,13
우솔마을서초리슈빌S아파트(24평형),24평형,6.5,20260318,19800.0,우솔마을서초리슈빌S아파트,6.5,21.5893,7,2014,우면동,764,양재대로2길,11650,11650,202603,2026,03,18
덕동반포빌라트(49평형),49평형,38.8,20260317,138000.0,덕동반포빌라트,38.8,128.18,1,2005,반포동,79-1,동광로49길,11650,11650,202603,2026,03,17
반포자이(49평형),49평형,40.1,20260309,620000.0,반포자이,40.1,132.439,23,2009,반포동,20-43,신반포로,11650,11650,202603,2026,03,09
삼성서초가든스위트(84평형),84평형,57.4,20260317,445000.0,삼성서초가든스위트,57.4,189.81,9,2000,서초동,1326,서운로,11650,11650,202603,2026,03,17
서초벽산블루밍(34평형),34평형,25.5,20260314,195000.0,서초벽산블루밍,25.5,84.39,6,2006,서초동,1347-20,효령로74길,11650,11650,202603,2026,03,14
삼호3(84평형),84평형,54.9,20260316,240000.0,삼호3,54.9,181.6,9,1976,방배동,759-3,방배로45길,11650,11650,202603,2026,03,16
킴스빌리지(24평형),24평형,10.4,20260304,160000.0,킴스빌리지,10.4,34.23,8,1996,잠원동,71-12,잠원로3길,11650,11650,202603,2026,03,04
반포자이(34평형),34평형,25.7,20260309,510000.0,반포자이,25.7,84.943,8,2009,반포동,20-43,신반포로,11650,11650,202603,2026,03,09
대림서초리시온(24평형),24평형,15.1,20260304,56200.0,대림서초리시온,15.1,49.92,5,2003,서초동,1671-5,서초중앙로22길,11650,11650,202603,2026,03,04
호반써밋서초파크뷰(토지임대부아파트)(34평형),34평형,25.7,20260305,156000.0,호반써밋서초파크뷰(토지임대부아파트),25.7,84.95,18,2013,우면동,789,양재대로2길,11650,11650,202603,2026,03,05
