아파트,건축년도,거래금액(만원),계약일,계약월,계약년,전용면적(㎡),층,지번,도로명,지역코드,법정동,평형그룹,거래유형,조회지역코드,조회계약년월,계약일자
래미안 리더스원,2020,265000.0,16,09,2020,84.94,26,1755,서운로,11650,서초동,34평형,매매,11650,202009,20200916
래미안퍼스티지,2009,230000.0,12,09,2020,59.89,27,18-1,반포대로,11650,반포동,24평형,매매,11650,202009,20200912
신반포2,1978,275000.0,24,09,2020,107.31,12,73,신반포로23길,11650,잠원동,34평형,매매,11650,202009,20200924
래미안퍼스티지,2009,296000.0,23,09,2020,84.93,21,18-1,반포대로,11650,반포동,34평형,매매,11650,202009,20200923
래미안 리더스원,2020,265000.0,24,09,2020,84.94,14,1755,서운로,11650,서초동,34평형,매매,11650,202009,20200924
래미안퍼스티지,2009,315000.0,05,09,2020,84.93,21,18-1,반포대로,11650,반포동,34평형,매매,11650,202009,20200905
래미안퍼스티지,2009,301000.0,12,09,2020,84.93,10,18-1,반포대로,11650,반포동,34평형,매매,11650,202009,20200912
래미안퍼스티지,2009,230000.0,07,09,2020,59.96,6,18-1,반포대로,11650,반포동,24평형,매매,11650,202009,20200907
신반포2,1978,212000.0,28,10,2020,68.91,6,73,신반포로23길,11650,잠원동,24평형,매매,11650,202010,20201028
래미안퍼스티지,2009,230000.0,27,10,2020,59.96,26,18-1,반포대로,11650,반포동,24평형,매매,11650,202010,20201027
래미안퍼스티지,2009,322000.0,25,10,2020,84.93,17,18-1,반포대로,11650,반포동,34평형,매매,11650,202010,20201025
래미안퍼스티지,2009,310000.0,31,10,2020,84.93,22,18-1,반포대로,11650,반포동,34평형,매매,11650,202010,20201031
래미안퍼스티지,2009,232000.0,24,10,2020,59.96,21,18-1,반포대로,11650,반포동,24평형,매매,11650,202010,20201024
래미안퍼스티지,2009,225000.0,22,10,2020,59.96,3,18-1,반포대로,11650,반포동,24평형,매매,11650,202010,20201022
래미안퍼스티지,2009,230000.0,19,10,2020,59.89,6,18-1,반포대로,11650,반포동,24평형,매매,11650,202010,20201019
래미안퍼스티지,2009,240000.0,13,10,2020,59.96,16,18-1,반포대로,11650,반포동,24평형,매매,11650,202010,20201013
래미안퍼스티지,2009,240000.0,20,11,2020,59.96,25,18-1,반포대로,11650,반포동,24평형,매매,11650,202011,20201120
신반포2,1978,270000.0,12,11,2020,107.31,4,73,신반포로23길,11650,잠원동,34평형,매매,11650,202011,20201112
래미안퍼스티지,2009,315000.0,27,11,2020,84.93,19,18-1,반포대로,11650,반포동,34평형,매매,11650,202011,20201127
신반포2,1978,278000.0,04,11,2020,107.31,8,73,신반포로23길,11650,잠원동,34평형,매매,11650,202011,20201104
신반포2,1978,200000.0,10,11,2020,68.91,4,73,신반포로23길,11650,잠원동,24평형,매매,11650,202011,20201110
신반포2,1978,203000.0,04,11,2020,68.91,8,73,신반포로23길,11650,잠원동,24평형,매매,11650,202011,20201104
래미안퍼스티지,2009,244500.0,31,12,2020,59.89,29,18-1,반포대로,11650,반포동,24평형,매매,11650,202012,20201231
신반포25,1984,210000.0,28,12,2020,84.49,3,61-1,잠원로,11650,잠원동,34평형,매매,11650,202012,20201228
래미안퍼스티지,2009,220000.0,19,12,2020,59.96,2,18-1,반포대로,11650,반포동,24평형,매매,11650,202012,20201219
래미안퍼스티지,2009,235000.0,01,12,2020,59.89,7,18-1,반포대로,11650,반포동,24평형,매매,11650,202012,20201201
래미안퍼스티지,2009,218000.0,25,12,2020,59.89,3,18-1,반포대로,11650,반포동,24평형,매매,11650,202012,20201225
래미안퍼스티지,2009,317000.0,05,12,2020,84.93,7,18-1,반포대로,11650,반포동,34평형,매매,11650,202012,20201205
래미안퍼스티지,2009,315000.0,21,12,2020,84.93,7,18-1,반포대로,11650,반포동,34평형,매매,11650,202012,20201221
래미안퍼스티지,2009,320000.0,01,12,2020,84.93,16,18-1,반포대로,11650,반포동,34평형,매매,11650,202012,20201201
래미안퍼스티지,2009,290500.0,19,01,2021,84.93,20,18-1,반포대로,11650,반포동,34평형,매매,11650,202101,20210119
래미안퍼스티지,2009,250000.0,17,01,2021,59.89,18,18-1,반포대로,11650,반포동,24평형,매매,11650,202101,20210117
래미안퍼스티지,2009,320000.0,23,01,2021,84.93,17,18-1,반포대로,11650,반포동,34평형,매매,11650,202101,20210123
래미안퍼스티지,2009,307500.0,14,01,2021,84.93,2,18-1,반포대로,11650,반포동,34평형,매매,11650,202101,20210114
신반포2,1978,302000.0,21,02,2021,107.31,8,73,신반포로23길,11650,잠원동,34평형,매매,11650,202102,20210221
래미안퍼스티지,2009,260000.0,19,02,2021,84.93,5,18-1,반포대로,11650,반포동,34평형,매매,11650,202102,20210219
래미안퍼스티지,2009,312000.0,25,02,2021,84.93,14,18-1,반포대로,11650,반포동,34평형,매매,11650,202102,20210225
래미안퍼스티지,2009,320000.0,18,02,2021,84.93,12,18-1,반포대로,11650,반포동,34평형,매매,11650,202102,20210218
래미안퍼스티지,2009,315000.0,10,02,2021,84.93,18,18-1,반포대로,11650,반포동,34평형,매매,11650,202102,20210210
래미안퍼스티지,2009,290000.0,23,03,2021,84.93,21,18-1,반포대로,11650,반포동,34평형,매매,11650,202103,20210323
래미안퍼스티지,2009,260000.0,01,03,2021,59.96,7,18-1,반포대로,11650,반포동,24평형,매매,11650,202103,20210301
래미안퍼스티지,2009,335000.0,28,04,2021,84.93,29,18-1,반포대로,11650,반포동,34평형,매매,11650,202104,20210428
래미안퍼스티지,2009,330000.0,23,04,2021,84.93,23,18-1,반포대로,11650,반포동,34평형,매매,11650,202104,20210423
신반포2,1978,320000.0,25,04,2021,107.31,12,73,신반포로23길,11650,잠원동,34평형,매매,11650,202104,20210425
신반포2,1978,319000.0,25,04,2021,107.31,10,73,신반포로23길,11650,잠원동,34평형,매매,11650,202104,20210425
서초그랑자이,2021,307500.0,10,04,2021,84.51,20,1757,효령로,11650,서초동,34평형,매매,11650,202104,20210410
래미안퍼스티지,2009,262000.0,28,04,2021,59.96,28,18-1,반포대로,11650,반포동,24평형,매매,11650,202104,20210428
래미안퍼스티지,2009,308000.0,14,04,2021,84.93,29,18-1,반포대로,11650,반포동,34평형,매매,11650,202104,20210414
래미안 리더스원,2020,285000.0,27,05,2021,84.94,15,1755,서운로,11650,서초동,34평형,매매,11650,202105,20210527
래미안퍼스티지,2009,329000.0,15,05,2021,84.93,5,18-1,반포대로,11650,반포동,34평형,매매,11650,202105,20210515
래미안퍼스티지,2009,320000.0,25,05,2021,84.93,19,18-1,반포대로,11650,반포동,34평형,매매,11650,202105,20210525
래미안 리더스원,2020,250000.0,25,05,2021,84.94,19,1755,서운로,11650,서초동,34평형,매매,11650,202105,20210525
래미안 리더스원,2020,265000.0,21,05,2021,84.94,16,1755,서운로,11650,서초동,34평형,매매,11650,202105,20210521
래미안퍼스티지,2009,275000.0,15,06,2021,59.89,24,18-1,반포대로,11650,반포동,24평형,매매,11650,202106,20210615
신반포2,1978,317000.0,28,06,2021,107.31,6,73,신반포로23길,11650,잠원동,34평형,매매,11650,202106,20210628
래미안 리더스원,2020,295000.0,22,06,2021,84.94,23,1755,서운로,11650,서초동,34평형,매매,11650,202106,20210622
신반포2,1978,230000.0,14,06,2021,68.91,11,73,신반포로23길,11650,잠원동,24평형,매매,11650,202106,20210614
래미안퍼스티지,2009,265000.0,25,07,2021,59.96,4,18-1,반포대로,11650,반포동,24평형,매매,11650,202107,20210725
래미안퍼스티지,2009,360000.0,17,07,2021,84.93,19,18-1,반포대로,11650,반포동,34평형,매매,11650,202107,20210717
래미안퍼스티지,2009,345000.0,08,07,2021,84.93,20,18-1,반포대로,11650,반포동,34평형,매매,11650,202107,20210708
래미안 리더스원,2020,288000.0,24,07,2021,84.94,11,1755,서운로,11650,서초동,34평형,매매,11650,202107,20210724
래미안퍼스티지,2009,350000.0,11,07,2021,84.93,10,18-1,반포대로,11650,반포동,34평형,매매,11650,202107,20210711
래미안퍼스티지,2009,324000.0,08,07,2021,84.93,10,18-1,반포대로,11650,반포동,34평형,매매,11650,202107,20210708
래미안퍼스티지,2009,350000.0,28,08,2021,84.93,18,18-1,반포대로,11650,반포동,34평형,매매,11650,202108,20210828
래미안퍼스티지,2009,360000.0,24,08,2021,84.93,17,18-1,반포대로,11650,반포동,34평형,매매,11650,202108,20210824
래미안 리더스원,2020,299500.0,07,08,2021,84.94,26,1755,서운로,11650,서초동,34평형,매매,11650,202108,20210807
래미안 리더스원,2020,270000.0,28,08,2021,84.94,5,1755,서운로,11650,서초동,34평형,매매,11650,202108,20210828
래미안 리더스원,2020,280000.0,07,08,2021,84.93,8,1755,서운로,11650,서초동,34평형,매매,11650,202108,20210807
래미안 리더스원,2020,300000.0,08,08,2021,84.94,12,1755,서운로,11650,서초동,34평형,매매,11650,202108,20210808
서초그랑자이,2021,330000.0,02,08,2021,84.51,22,1757,효령로,11650,서초동,34평형,매매,11650,202108,20210802
래미안 리더스원,2020,182500.0,09,09,2021,84.94,13,1755,서운로,11650,서초동,34평형,매매,11650,202109,20210909
래미안퍼스티지,2009,351000.0,11,09,2021,84.93,18,18-1,반포대로,11650,반포동,34평형,매매,11650,202109,20210911
래미안퍼스티지,2009,360000.0,03,09,2021,84.76,13,18-1,반포대로,11650,반포동,34평형,매매,11650,202109,20210903
래미안퍼스티지,2009,300000.0,09,10,2021,59.89,20,18-1,반포대로,11650,반포동,24평형,매매,11650,202110,20211009
래미안퍼스티지,2009,380000.0,15,10,2021,84.93,15,18-1,반포대로,11650,반포동,34평형,매매,11650,202110,20211015
래미안퍼스티지,2009,344000.0,24,11,2021,84.93,13,18-1,반포대로,11650,반포동,34평형,매매,11650,202111,20211124
래미안퍼스티지,2009,380000.0,09,11,2021,84.93,22,18-1,반포대로,11650,반포동,34평형,매매,11650,202111,20211109
신반포2,1978,370000.0,20,12,2021,107.31,6,73,신반포로23길,11650,잠원동,34평형,매매,11650,202112,20211220
래미안 리더스원,2020,260000.0,07,12,2021,84.94,19,1755,서운로,11650,서초동,34평형,매매,11650,202112,20211207
래미안퍼스티지,2009,380000.0,15,01,2022,84.93,9,18-1,반포대로,11650,반포동,34평형,매매,11650,202201,20220115
래미안퍼스티지,2009,375000.0,11,01,2022,84.93,7,18-1,반포대로,11650,반포동,34평형,매매,11650,202201,20220111
래미안퍼스티지,2009,360000.0,26,03,2022,84.93,7,18-1,반포대로,11650,반포동,34평형,매매,11650,202203,20220326
래미안퍼스티지,2009,352000.0,26,03,2022,84.93,16,18-1,반포대로,11650,반포동,34평형,매매,11650,202203,20220326
래미안퍼스티지,2009,365000.0,30,03,2022,84.93,24,18-1,반포대로,11650,반포동,34평형,매매,11650,202203,20220330
래미안퍼스티지,2009,360000.0,01,03,2022,84.93,14,18-1,반포대로,11650,반포동,34평형,매매,11650,202203,20220301
래미안퍼스티지,2009,384000.0,23,04,2022,84.93,11,18-1,반포대로,11650,반포동,34평형,매매,11650,202204,20220423
신반포2,1978,398000.0,16,04,2022,107.31,10,73,신반포로23길,11650,잠원동,34평형,매매,11650,202204,20220416
래미안퍼스티지,2009,252500.0,20,04,2022,59.96,23,18-1,반포대로,11650,반포동,24평형,매매,11650,202204,20220420
래미안퍼스티지,2009,380000.0,09,04,2022,84.93,11,18-1,반포대로,11650,반포동,34평형,매매,11650,202204,20220409
래미안 리더스원,2020,310000.0,02,04,2022,84.93,15,1755,서운로,11650,서초동,34평형,매매,11650,202204,20220402
방배그랑자이,2021,265000.0,20,04,2022,84.9386,8,3283,방배로,11650,방배동,34평형,매매,11650,202204,20220420
방배그랑자이,2021,258000.0,18,04,2022,84.972,9,3283,방배로,11650,방배동,34평형,매매,11650,202204,20220418
래미안퍼스티지,2009,390000.0,28,05,2022,84.93,28,18-1,반포대로,11650,반포동,34평형,매매,11650,202205,20220528
래미안 리더스원,2020,320000.0,02,05,2022,84.94,6,1755,서운로,11650,서초동,34평형,매매,11650,202205,20220502
래미안퍼스티지,2009,380000.0,01,05,2022,84.85,19,18-1,반포대로,11650,반포동,34평형,매매,11650,202205,20220501
래미안 리더스원,2020,304000.0,20,05,2022,84.94,22,1755,서운로,11650,서초동,34평형,매매,11650,202205,20220520
방배그랑자이,2021,295000.0,06,06,2022,84.972,11,3283,방배로,11650,방배동,34평형,매매,11650,202206,20220606
래미안퍼스티지,2009,378000.0,16,08,2022,84.93,27,18-1,반포대로,11650,반포동,34평형,매매,11650,202208,20220816
래미안퍼스티지,2009,255000.0,25,08,2022,59.89,27,18-1,반포대로,11650,반포동,24평형,매매,11650,202208,20220825
래미안퍼스티지,2009,365000.0,02,11,2022,84.93,27,18-1,반포대로,11650,반포동,34평형,매매,11650,202211,20221102
래미안 리더스원,2020,260000.0,24,11,2022,84.94,29,1755,서운로,11650,서초동,34평형,매매,11650,202211,20221124
래미안퍼스티지,2009,269000.0,01,11,2022,59.96,8,18-1,반포대로,11650,반포동,24평형,매매,11650,202211,20221101
래미안퍼스티지,2009,310000.0,26,12,2022,84.93,21,18-1,반포대로,11650,반포동,34평형,매매,11650,202212,20221226
래미안퍼스티지,2009,329000.0,12,01,2023,84.93,17,18-1,반포대로,11650,반포동,34평형,매매,11650,202301,20230112
래미안퍼스티지,2009,300000.0,01,01,2023,84.85,19,18-1,반포대로,11650,반포동,34평형,매매,11650,202301,20230101
래미안퍼스티지,2009,315000.0,21,02,2023,84.93,19,18-1,반포대로,11650,반포동,34평형,매매,11650,202302,20230221
래미안퍼스티지,2009,340000.0,24,02,2023,84.93,15,18-1,반포대로,11650,반포동,34평형,매매,11650,202302,20230224
래미안퍼스티지,2009,325000.0,16,02,2023,84.93,18,18-1,반포대로,11650,반포동,34평형,매매,11650,202302,20230216
방배그랑자이,2021,253000.0,14,02,2023,84.972,13,3283,방배로,11650,방배동,34평형,매매,11650,202302,20230214
래미안퍼스티지,2009,315000.0,04,02,2023,84.85,16,18-1,반포대로,11650,반포동,34평형,매매,11650,202302,20230204
래미안퍼스티지,2009,330000.0,05,02,2023,84.93,10,18-1,반포대로,11650,반포동,34평형,매매,11650,202302,20230205
래미안퍼스티지,2009,241000.0,19,03,2023,59.96,4,18-1,반포대로,11650,반포동,24평형,매매,11650,202303,20230319
신반포2,1978,220000.0,15,03,2023,68.91,7,73,신반포로23길,11650,잠원동,24평형,매매,11650,202303,20230315
서초그랑자이,2021,284000.0,15,03,2023,84.51,28,1757,효령로,11650,서초동,34평형,매매,11650,202303,20230315
래미안퍼스티지,2009,340000.0,11,03,2023,84.93,28,18-1,반포대로,11650,반포동,34평형,매매,11650,202303,20230311
래미안퍼스티지,2009,241000.0,06,03,2023,59.89,23,18-1,반포대로,11650,반포동,24평형,매매,11650,202303,20230306
래미안 리더스원,2020,261000.0,08,03,2023,84.94,21,1755,서운로,11650,서초동,34평형,매매,11650,202303,20230308
래미안원베일리,2023,305000.0,01,04,2023,84.97,2,1,반포대로,11650,반포동,34평형,매매,11650,202304,20230401
래미안 리더스원,2020,266000.0,30,04,2023,84.94,7,1755,서운로,11650,서초동,34평형,매매,11650,202304,20230430
서초그랑자이,2021,209500.0,20,04,2023,59.98,9,1757,효령로,11650,서초동,24평형,매매,11650,202304,20230420
래미안퍼스티지,2009,239300.0,22,04,2023,59.89,3,18-1,반포대로,11650,반포동,24평형,매매,11650,202304,20230422
래미안퍼스티지,2009,240000.0,20,04,2023,59.89,27,18-1,반포대로,11650,반포동,24평형,매매,11650,202304,20230420
래미안퍼스티지,2009,310000.0,10,04,2023,84.93,19,18-1,반포대로,11650,반포동,34평형,매매,11650,202304,20230410
서초그랑자이,2021,335000.0,25,04,2023,84.84,14,1757,효령로,11650,서초동,34평형,매매,11650,202304,20230425
래미안퍼스티지,2009,350000.0,06,04,2023,84.93,27,18-1,반포대로,11650,반포동,34평형,매매,11650,202304,20230406
서초그랑자이,2021,215000.0,16,05,2023,59.98,15,1757,효령로,11650,서초동,24평형,매매,11650,202305,20230516
래미안퍼스티지,2009,235000.0,18,05,2023,59.96,17,18-1,반포대로,11650,반포동,24평형,매매,11650,202305,20230518
방배그랑자이,2021,260000.0,12,05,2023,84.972,5,3283,방배로,11650,방배동,34평형,매매,11650,202305,20230512
서초그랑자이,2021,291000.0,22,05,2023,84.51,25,1757,효령로,11650,서초동,34평형,매매,11650,202305,20230522
서초그랑자이,2021,299000.0,23,05,2023,84.51,28,1757,효령로,11650,서초동,34평형,매매,11650,202305,20230523
래미안 리더스원,2020,264000.0,10,05,2023,84.94,22,1755,서운로,11650,서초동,34평형,매매,11650,202305,20230510
래미안퍼스티지,2009,357000.0,13,05,2023,84.93,19,18-1,반포대로,11650,반포동,34평형,매매,11650,202305,20230513
래미안 리더스원,2020,262000.0,05,05,2023,84.94,11,1755,서운로,11650,서초동,34평형,매매,11650,202305,20230505
래미안원베일리,2023,378000.0,24,06,2023,84.98,19,1,반포대로,11650,반포동,34평형,매매,11650,202306,20230624
래미안원베일리,2023,269000.0,07,06,2023,59.96,15,1,반포대로,11650,반포동,24평형,매매,11650,202306,20230607
래미안퍼스티지,2009,249000.0,24,06,2023,59.89,18,18-1,반포대로,11650,반포동,24평형,매매,11650,202306,20230624
래미안퍼스티지,2009,354500.0,23,06,2023,84.93,24,18-1,반포대로,11650,반포동,34평형,매매,11650,202306,20230623
래미안퍼스티지,2009,360000.0,19,06,2023,84.93,25,18-1,반포대로,11650,반포동,34평형,매매,11650,202306,20230619
서초그랑자이,2021,221500.0,17,06,2023,59.98,15,1757,효령로,11650,서초동,24평형,매매,11650,202306,20230617
래미안퍼스티지,2009,327500.0,14,06,2023,84.93,16,18-1,반포대로,11650,반포동,34평형,매매,11650,202306,20230614
신반포2,1978,360000.0,15,06,2023,107.31,12,73,신반포로23길,11650,잠원동,34평형,매매,11650,202306,20230615
방배그랑자이,2021,280000.0,12,06,2023,84.972,7,3283,방배로,11650,방배동,34평형,매매,11650,202306,20230612
래미안퍼스티지,2009,345000.0,03,06,2023,84.85,15,18-1,반포대로,11650,반포동,34평형,매매,11650,202306,20230603
래미안원베일리,2023,390000.0,17,07,2023,84.98,4,1,반포대로,11650,반포동,34평형,매매,11650,202307,20230717
래미안퍼스티지,2009,369000.0,26,07,2023,84.93,25,18-1,반포대로,11650,반포동,34평형,매매,11650,202307,20230726
래미안퍼스티지,2009,273500.0,28,07,2023,59.89,16,18-1,반포대로,11650,반포동,24평형,매매,11650,202307,20230728
래미안퍼스티지,2009,361500.0,23,07,2023,84.93,18,18-1,반포대로,11650,반포동,34평형,매매,11650,202307,20230723
래미안퍼스티지,2009,355000.0,22,07,2023,84.93,20,18-1,반포대로,11650,반포동,34평형,매매,11650,202307,20230722
래미안퍼스티지,2009,247000.0,17,07,2023,59.98,18,18-1,반포대로,11650,반포동,24평형,매매,11650,202307,20230717
래미안퍼스티지,2009,240000.0,09,07,2023,59.98,17,18-1,반포대로,11650,반포동,24평형,매매,11650,202307,20230709
래미안퍼스티지,2009,250000.0,08,07,2023,59.89,4,18-1,반포대로,11650,반포동,24평형,매매,11650,202307,20230708
래미안퍼스티지,2009,225000.0,29,08,2023,59.96,2,18-1,반포대로,11650,반포동,24평형,매매,11650,202308,20230829
래미안퍼스티지,2009,368000.0,30,08,2023,84.93,11,18-1,반포대로,11650,반포동,34평형,매매,11650,202308,20230830
래미안퍼스티지,2009,269000.0,25,08,2023,59.96,24,18-1,반포대로,11650,반포동,24평형,매매,11650,202308,20230825
서초그랑자이,2021,227000.0,27,08,2023,59.98,6,1757,효령로,11650,서초동,24평형,매매,11650,202308,20230827
래미안퍼스티지,2009,260000.0,24,08,2023,59.96,25,18-1,반포대로,11650,반포동,24평형,매매,11650,202308,20230824
래미안퍼스티지,2009,354000.0,29,08,2023,84.93,21,18-1,반포대로,11650,반포동,34평형,매매,11650,202308,20230829
래미안원베일리,2023,386800.0,16,08,2023,84.95,10,1,반포대로,11650,반포동,34평형,매매,11650,202308,20230816
래미안퍼스티지,2009,257000.0,23,08,2023,59.96,6,18-1,반포대로,11650,반포동,24평형,매매,11650,202308,20230823
서초그랑자이,2021,227000.0,26,08,2023,59.98,30,1757,효령로,11650,서초동,24평형,매매,11650,202308,20230826
래미안퍼스티지,2009,354000.0,23,08,2023,84.93,6,18-1,반포대로,11650,반포동,34평형,매매,11650,202308,20230823
서초그랑자이,2021,224000.0,14,08,2023,59.99,23,1757,효령로,11650,서초동,24평형,매매,11650,202308,20230814
서초그랑자이,2021,297000.0,03,08,2023,84.84,20,1757,효령로,11650,서초동,34평형,매매,11650,202308,20230803
래미안퍼스티지,2009,346000.0,02,08,2023,84.93,25,18-1,반포대로,11650,반포동,34평형,매매,11650,202308,20230802
서초그랑자이,2021,227500.0,03,08,2023,59.98,13,1757,효령로,11650,서초동,24평형,매매,11650,202308,20230803
서초그랑자이,2021,301000.0,05,08,2023,84.51,15,1757,효령로,11650,서초동,34평형,매매,11650,202308,20230805
래미안원베일리,2023,394000.0,25,09,2023,84.93,18,1,반포대로,11650,반포동,34평형,매매,11650,202309,20230925
서초그랑자이,2021,221500.0,25,09,2023,59.98,4,1757,효령로,11650,서초동,24평형,매매,11650,202309,20230925
방배그랑자이,2021,240000.0,17,09,2023,84.972,11,3283,방배로,11650,방배동,34평형,매매,11650,202309,20230917
래미안퍼스티지,2009,255500.0,16,09,2023,59.96,24,18-1,반포대로,11650,반포동,24평형,매매,11650,202309,20230916
서초그랑자이,2021,233500.0,16,09,2023,59.98,29,1757,효령로,11650,서초동,24평형,매매,11650,202309,20230916
래미안퍼스티지,2009,274500.0,16,09,2023,59.89,17,18-1,반포대로,11650,반포동,24평형,매매,11650,202309,20230916
래미안원베일리,2023,430000.0,09,09,2023,84.97,30,1,반포대로,11650,반포동,34평형,매매,11650,202309,20230909
신반포25,1984,240000.0,16,09,2023,84.49,2,61-1,잠원로,11650,잠원동,34평형,매매,11650,202309,20230916
신반포2,1978,343000.0,23,09,2023,107.31,11,73,신반포로23길,11650,잠원동,34평형,매매,11650,202309,20230923
래미안원베일리,2023,400000.0,03,09,2023,84.98,12,1,반포대로,11650,반포동,34평형,매매,11650,202309,20230903
래미안퍼스티지,2009,358000.0,19,09,2023,84.93,16,18-1,반포대로,11650,반포동,34평형,매매,11650,202309,20230919
래미안원베일리,2023,375000.0,06,09,2023,84.95,7,1,반포대로,11650,반포동,34평형,매매,11650,202309,20230906
래미안퍼스티지,2009,338000.0,03,09,2023,84.93,17,18-1,반포대로,11650,반포동,34평형,매매,11650,202309,20230903
서초그랑자이,2021,310000.0,06,09,2023,84.51,31,1757,효령로,11650,서초동,34평형,매매,11650,202309,20230906
서초그랑자이,2021,233500.0,30,10,2023,59.98,29,1757,효령로,11650,서초동,24평형,매매,11650,202310,20231030
래미안원베일리,2023,290000.0,17,10,2023,59.96,18,1,반포대로,11650,반포동,24평형,매매,11650,202310,20231017
래미안원베일리,2023,410000.0,03,11,2023,84.93,28,1,반포대로,11650,반포동,34평형,매매,11650,202311,20231103
래미안원베일리,2023,410000.0,29,11,2023,84.98,33,1,반포대로,11650,반포동,34평형,매매,11650,202311,20231129
신반포2,1978,339000.0,10,11,2023,107.31,12,73,신반포로23길,11650,잠원동,34평형,매매,11650,202311,20231110
신반포2,1978,343000.0,02,11,2023,107.31,9,73,신반포로23길,11650,잠원동,34평형,매매,11650,202311,20231102
래미안퍼스티지,2009,350000.0,19,12,2023,84.93,16,18-1,반포대로,11650,반포동,34평형,매매,11650,202312,20231219
래미안퍼스티지,2009,395000.0,07,12,2023,84.93,16,18-1,반포대로,11650,반포동,34평형,매매,11650,202312,20231207
신반포2,1978,340000.0,06,12,2023,107.31,7,73,신반포로23길,11650,잠원동,34평형,매매,11650,202312,20231206
래미안원베일리,2023,390000.0,01,12,2023,84.98,9,1,반포대로,11650,반포동,34평형,매매,11650,202312,20231201
래미안 리더스원,2020,270000.0,01,12,2023,84.93,14,1755,서운로,11650,서초동,34평형,매매,11650,202312,20231201
래미안원베일리,2023,280000.0,03,01,2024,59.96,17,1,반포대로,11650,반포동,24평형,매매,11650,202401,20240103
래미안 리더스원,2020,273000.0,26,01,2024,84.94,19,1755,서운로,11650,서초동,34평형,매매,11650,202401,20240126
래미안퍼스티지,2009,357000.0,27,01,2024,84.93,14,18-1,반포대로,11650,반포동,34평형,매매,11650,202401,20240127
래미안퍼스티지,2009,262000.0,27,01,2024,59.96,27,18-1,반포대로,11650,반포동,24평형,매매,11650,202401,20240127
래미안원베일리,2023,290000.0,20,01,2024,59.96,27,1,반포대로,11650,반포동,24평형,매매,11650,202401,20240120
래미안퍼스티지,2009,362000.0,20,01,2024,84.93,15,18-1,반포대로,11650,반포동,34평형,매매,11650,202401,20240120
래미안원베일리,2023,380000.0,12,01,2024,84.95,6,1,반포대로,11650,반포동,34평형,매매,11650,202401,20240112
래미안퍼스티지,2009,258000.0,13,01,2024,59.96,13,18-1,반포대로,11650,반포동,24평형,매매,11650,202401,20240113
래미안원베일리,2023,280000.0,08,01,2024,59.96,17,1,반포대로,11650,반포동,24평형,매매,11650,202401,20240108
래미안퍼스티지,2009,269000.0,28,02,2024,59.89,26,18-1,반포대로,11650,반포동,24평형,매매,11650,202402,20240228
서초그랑자이,2021,230000.0,28,02,2024,59.98,23,1757,효령로,11650,서초동,24평형,매매,11650,202402,20240228
래미안 리더스원,2020,275250.0,27,02,2024,84.94,20,1755,서운로,11650,서초동,34평형,매매,11650,202402,20240227
신반포2,1978,146000.0,20,02,2024,68.91,8,73,신반포로23길,11650,잠원동,24평형,매매,11650,202402,20240220
래미안원베일리,2023,400000.0,07,02,2024,84.98,5,1,반포대로,11650,반포동,34평형,매매,11650,202402,20240207
신반포2,1978,215000.0,13,02,2024,68.91,8,73,신반포로23길,11650,잠원동,24평형,매매,11650,202402,20240213
래미안퍼스티지,2009,340000.0,03,02,2024,84.93,11,18-1,반포대로,11650,반포동,34평형,매매,11650,202402,20240203
래미안원베일리,2023,291000.0,03,02,2024,59.96,33,1,반포대로,11650,반포동,24평형,매매,11650,202402,20240203
래미안퍼스티지,2009,264000.0,03,02,2024,59.96,17,18-1,반포대로,11650,반포동,24평형,매매,11650,202402,20240203
래미안 리더스원,2020,273000.0,05,02,2024,84.94,6,1755,서운로,11650,서초동,34평형,매매,11650,202402,20240205
래미안 리더스원,2020,295000.0,21,03,2024,84.94,20,1755,서운로,11650,서초동,34평형,매매,11650,202403,20240321
신반포2,1978,342970.0,23,03,2024,107.31,8,73,신반포로23길,11650,잠원동,34평형,매매,11650,202403,20240323
래미안퍼스티지,2009,331000.0,23,03,2024,84.93,1,18-1,반포대로,11650,반포동,34평형,매매,11650,202403,20240323
서초그랑자이,2021,280000.0,16,03,2024,84.51,31,1757,효령로,11650,서초동,34평형,매매,11650,202403,20240316
래미안퍼스티지,2009,268000.0,17,03,2024,59.96,10,18-1,반포대로,11650,반포동,24평형,매매,11650,202403,20240317
래미안퍼스티지,2009,264000.0,17,03,2024,59.96,30,18-1,반포대로,11650,반포동,24평형,매매,11650,202403,20240317
래미안원베일리,2023,298000.0,23,03,2024,59.96,28,1,반포대로,11650,반포동,24평형,매매,11650,202403,20240323
래미안 리더스원,2020,225000.0,06,03,2024,59.96,27,1755,서운로,11650,서초동,24평형,매매,11650,202403,20240306
신반포2,1978,357000.0,25,03,2024,107.31,12,73,신반포로23길,11650,잠원동,34평형,매매,11650,202403,20240325
래미안 리더스원,2020,275000.0,01,03,2024,84.97,2,1755,서운로,11650,서초동,34평형,매매,11650,202403,20240301
신반포25,1984,245000.0,08,03,2024,84.49,11,61-1,잠원로,11650,잠원동,34평형,매매,11650,202403,20240308
래미안 리더스원,2020,281500.0,19,03,2024,84.94,10,1755,서운로,11650,서초동,34평형,매매,11650,202403,20240319
서초그랑자이,2021,225000.0,14,03,2024,59.98,17,1757,효령로,11650,서초동,24평형,매매,11650,202403,20240314
