아파트,건축년도,거래금액(만원),계약일,계약월,계약년,전용면적(㎡),층,지번,도로명,지역코드,법정동,평형그룹,거래유형,조회지역코드,조회계약년월,계약일자
래미안퍼스티지,2009,98500.0,18,01,2014,59.96,19,18-1,반포대로,11650,반포동,24평형,매매,11650,201401,20140118
래미안퍼스티지,2009,135000.0,28,01,2014,84.85,4,18-1,반포대로,11650,반포동,34평형,매매,11650,201401,20140128
래미안퍼스티지,2009,131000.0,18,01,2014,84.93,21,18-1,반포대로,11650,반포동,34평형,매매,11650,201401,20140118
래미안퍼스티지,2009,117300.0,14,01,2014,84.93,1,18-1,반포대로,11650,반포동,34평형,매매,11650,201401,20140114
래미안퍼스티지,2009,132500.0,25,01,2014,84.76,13,18-1,반포대로,11650,반포동,34평형,매매,11650,201401,20140125
신반포2,1978,72000.0,23,01,2014,68.91,11,73,신반포로23길,11650,잠원동,24평형,매매,11650,201401,20140123
신반포2,1978,69800.0,09,01,2014,68.91,4,73,신반포로23길,11650,잠원동,24평형,매매,11650,201401,20140109
래미안퍼스티지,2009,96500.0,20,01,2014,59.96,17,18-1,반포대로,11650,반포동,24평형,매매,11650,201401,20140120
래미안퍼스티지,2009,123000.0,07,01,2014,84.93,27,18-1,반포대로,11650,반포동,34평형,매매,11650,201401,20140107
래미안퍼스티지,2009,96000.0,03,01,2014,59.96,14,18-1,반포대로,11650,반포동,24평형,매매,11650,201401,20140103
신반포2,1978,112500.0,22,02,2014,107.31,5,73,신반포로23길,11650,잠원동,34평형,매매,11650,201402,20140222
래미안퍼스티지,2009,130000.0,25,02,2014,84.93,6,18-1,반포대로,11650,반포동,34평형,매매,11650,201402,20140225
래미안퍼스티지,2009,129000.0,28,02,2014,84.93,3,18-1,반포대로,11650,반포동,34평형,매매,11650,201402,20140228
신반포2,1978,109000.0,13,02,2014,107.31,9,73,신반포로23길,11650,잠원동,34평형,매매,11650,201402,20140213
신반포2,1978,106750.0,22,02,2014,107.31,2,73,신반포로23길,11650,잠원동,34평형,매매,11650,201402,20140222
신반포2,1978,73000.0,22,02,2014,68.91,7,73,신반포로23길,11650,잠원동,24평형,매매,11650,201402,20140222
래미안퍼스티지,2009,140000.0,17,02,2014,84.93,6,18-1,반포대로,11650,반포동,34평형,매매,11650,201402,20140217
신반포2,1978,70400.0,14,02,2014,68.91,2,73,신반포로23길,11650,잠원동,24평형,매매,11650,201402,20140214
래미안퍼스티지,2009,141000.0,13,02,2014,84.93,20,18-1,반포대로,11650,반포동,34평형,매매,11650,201402,20140213
래미안퍼스티지,2009,134700.0,07,02,2014,84.93,3,18-1,반포대로,11650,반포동,34평형,매매,11650,201402,20140207
래미안퍼스티지,2009,97000.0,10,02,2014,59.96,23,18-1,반포대로,11650,반포동,24평형,매매,11650,201402,20140210
래미안퍼스티지,2009,140000.0,11,02,2014,84.93,17,18-1,반포대로,11650,반포동,34평형,매매,11650,201402,20140211
래미안퍼스티지,2009,86500.0,14,02,2014,59.96,4,18-1,반포대로,11650,반포동,24평형,매매,11650,201402,20140214
래미안퍼스티지,2009,89000.0,26,02,2014,59.96,3,18-1,반포대로,11650,반포동,24평형,매매,11650,201402,20140226
신반포2,1978,76000.0,22,02,2014,68.91,5,73,신반포로23길,11650,잠원동,24평형,매매,11650,201402,20140222
신반포2,1978,110000.0,22,02,2014,107.31,10,73,신반포로23길,11650,잠원동,34평형,매매,11650,201402,20140222
신반포2,1978,72000.0,20,02,2014,68.91,10,73,신반포로23길,11650,잠원동,24평형,매매,11650,201402,20140220
래미안퍼스티지,2009,127000.0,11,02,2014,84.93,13,18-1,반포대로,11650,반포동,34평형,매매,11650,201402,20140211
신반포2,1978,72000.0,31,03,2014,68.91,7,73,신반포로23길,11650,잠원동,24평형,매매,11650,201403,20140331
래미안퍼스티지,2009,143500.0,31,03,2014,84.93,7,18-1,반포대로,11650,반포동,34평형,매매,11650,201403,20140331
신반포25,1984,80500.0,10,03,2014,84.49,3,61-1,잠원로,11650,잠원동,34평형,매매,11650,201403,20140310
신반포2,1978,112700.0,12,03,2014,107.31,6,73,신반포로23길,11650,잠원동,34평형,매매,11650,201403,20140312
래미안퍼스티지,2009,138000.0,11,03,2014,84.93,24,18-1,반포대로,11650,반포동,34평형,매매,11650,201403,20140311
신반포2,1978,67000.0,29,03,2014,68.91,1,73,신반포로23길,11650,잠원동,24평형,매매,11650,201403,20140329
래미안퍼스티지,2009,97000.0,21,03,2014,59.89,14,18-1,반포대로,11650,반포동,24평형,매매,11650,201403,20140321
신반포2,1978,75000.0,15,03,2014,68.91,8,73,신반포로23길,11650,잠원동,24평형,매매,11650,201403,20140315
신반포2,1978,75000.0,05,03,2014,68.91,7,73,신반포로23길,11650,잠원동,24평형,매매,11650,201403,20140305
신반포2,1978,108250.0,04,03,2014,107.31,9,73,신반포로23길,11650,잠원동,34평형,매매,11650,201403,20140304
래미안퍼스티지,2009,130800.0,04,03,2014,84.93,29,18-1,반포대로,11650,반포동,34평형,매매,11650,201403,20140304
래미안퍼스티지,2009,97800.0,17,03,2014,59.96,6,18-1,반포대로,11650,반포동,24평형,매매,11650,201403,20140317
래미안퍼스티지,2009,145500.0,08,03,2014,84.93,8,18-1,반포대로,11650,반포동,34평형,매매,11650,201403,20140308
래미안퍼스티지,2009,97700.0,03,03,2014,59.89,11,18-1,반포대로,11650,반포동,24평형,매매,11650,201403,20140303
래미안퍼스티지,2009,151500.0,29,04,2014,84.93,14,18-1,반포대로,11650,반포동,34평형,매매,11650,201404,20140429
래미안퍼스티지,2009,141800.0,23,04,2014,84.93,27,18-1,반포대로,11650,반포동,34평형,매매,11650,201404,20140423
래미안퍼스티지,2009,89000.0,22,04,2014,59.89,9,18-1,반포대로,11650,반포동,24평형,매매,11650,201404,20140422
래미안퍼스티지,2009,128000.0,26,04,2014,84.93,5,18-1,반포대로,11650,반포동,34평형,매매,11650,201404,20140426
신반포2,1978,74000.0,24,04,2014,68.91,10,73,신반포로23길,11650,잠원동,24평형,매매,11650,201404,20140424
래미안퍼스티지,2009,145000.0,21,04,2014,84.93,27,18-1,반포대로,11650,반포동,34평형,매매,11650,201404,20140421
신반포2,1978,108800.0,23,05,2014,107.31,12,73,신반포로23길,11650,잠원동,34평형,매매,11650,201405,20140523
래미안퍼스티지,2009,146000.0,03,05,2014,84.93,29,18-1,반포대로,11650,반포동,34평형,매매,11650,201405,20140503
신반포2,1978,114800.0,14,05,2014,107.31,12,73,신반포로23길,11650,잠원동,34평형,매매,11650,201405,20140514
래미안퍼스티지,2009,143000.0,27,05,2014,84.93,19,18-1,반포대로,11650,반포동,34평형,매매,11650,201405,20140527
래미안퍼스티지,2009,127000.0,08,05,2014,84.93,3,18-1,반포대로,11650,반포동,34평형,매매,11650,201405,20140508
래미안퍼스티지,2009,137800.0,07,05,2014,84.85,3,18-1,반포대로,11650,반포동,34평형,매매,11650,201405,20140507
래미안퍼스티지,2009,140000.0,09,05,2014,84.93,27,18-1,반포대로,11650,반포동,34평형,매매,11650,201405,20140509
래미안퍼스티지,2009,93000.0,27,06,2014,59.89,18,18-1,반포대로,11650,반포동,24평형,매매,11650,201406,20140627
래미안퍼스티지,2009,131000.0,24,06,2014,84.93,17,18-1,반포대로,11650,반포동,34평형,매매,11650,201406,20140624
신반포2,1978,108800.0,14,06,2014,107.31,7,73,신반포로23길,11650,잠원동,34평형,매매,11650,201406,20140614
신반포25,1984,79000.0,13,06,2014,84.49,10,61-1,잠원로,11650,잠원동,34평형,매매,11650,201406,20140613
신반포25,1984,80000.0,16,06,2014,84.49,10,61-1,잠원로,11650,잠원동,34평형,매매,11650,201406,20140616
신반포25,1984,75000.0,04,06,2014,84.49,1,61-1,잠원로,11650,잠원동,34평형,매매,11650,201406,20140604
래미안퍼스티지,2009,96700.0,06,06,2014,59.96,8,18-1,반포대로,11650,반포동,24평형,매매,11650,201406,20140606
신반포2,1978,109000.0,30,07,2014,107.31,12,73,신반포로23길,11650,잠원동,34평형,매매,11650,201407,20140730
래미안퍼스티지,2009,140000.0,31,07,2014,84.93,31,18-1,반포대로,11650,반포동,34평형,매매,11650,201407,20140731
신반포2,1978,75700.0,30,07,2014,68.91,3,73,신반포로23길,11650,잠원동,24평형,매매,11650,201407,20140730
래미안퍼스티지,2009,98000.0,22,07,2014,59.96,6,18-1,반포대로,11650,반포동,24평형,매매,11650,201407,20140722
신반포27,1985,80000.0,25,07,2014,84.49,10,56-2,잠원로8길,11650,잠원동,34평형,매매,11650,201407,20140725
신반포2,1978,77000.0,22,07,2014,68.91,4,73,신반포로23길,11650,잠원동,24평형,매매,11650,201407,20140722
래미안퍼스티지,2009,151500.0,01,07,2014,84.93,9,18-1,반포대로,11650,반포동,34평형,매매,11650,201407,20140701
래미안퍼스티지,2009,143000.0,24,07,2014,84.85,17,18-1,반포대로,11650,반포동,34평형,매매,11650,201407,20140724
신반포25,1984,83500.0,29,07,2014,84.49,11,61-1,잠원로,11650,잠원동,34평형,매매,11650,201407,20140729
신반포25,1984,76000.0,26,07,2014,84.49,1,61-1,잠원로,11650,잠원동,34평형,매매,11650,201407,20140726
신반포2,1978,107500.0,05,07,2014,107.31,8,73,신반포로23길,11650,잠원동,34평형,매매,11650,201407,20140705
신반포25,1984,80000.0,15,07,2014,84.49,2,61-1,잠원로,11650,잠원동,34평형,매매,11650,201407,20140715
래미안퍼스티지,2009,137000.0,04,07,2014,84.93,31,18-1,반포대로,11650,반포동,34평형,매매,11650,201407,20140704
래미안퍼스티지,2009,90900.0,01,07,2014,59.89,8,18-1,반포대로,11650,반포동,24평형,매매,11650,201407,20140701
신반포2,1978,115000.0,05,07,2014,107.31,10,73,신반포로23길,11650,잠원동,34평형,매매,11650,201407,20140705
래미안퍼스티지,2009,93000.0,10,07,2014,59.96,23,18-1,반포대로,11650,반포동,24평형,매매,11650,201407,20140710
신반포2,1978,71000.0,09,07,2014,68.91,2,73,신반포로23길,11650,잠원동,24평형,매매,11650,201407,20140709
래미안퍼스티지,2009,104500.0,28,08,2014,59.96,18,18-1,반포대로,11650,반포동,24평형,매매,11650,201408,20140828
래미안퍼스티지,2009,136900.0,28,08,2014,84.93,24,18-1,반포대로,11650,반포동,34평형,매매,11650,201408,20140828
래미안퍼스티지,2009,137800.0,29,08,2014,84.85,22,18-1,반포대로,11650,반포동,34평형,매매,11650,201408,20140829
래미안퍼스티지,2009,150000.0,29,08,2014,84.93,9,18-1,반포대로,11650,반포동,34평형,매매,11650,201408,20140829
래미안퍼스티지,2009,131500.0,04,08,2014,84.93,29,18-1,반포대로,11650,반포동,34평형,매매,11650,201408,20140804
래미안퍼스티지,2009,135000.0,11,08,2014,84.85,6,18-1,반포대로,11650,반포동,34평형,매매,11650,201408,20140811
신반포2,1978,72700.0,29,08,2014,68.91,1,73,신반포로23길,11650,잠원동,24평형,매매,11650,201408,20140829
래미안퍼스티지,2009,146000.0,09,08,2014,84.93,12,18-1,반포대로,11650,반포동,34평형,매매,11650,201408,20140809
래미안퍼스티지,2009,142100.0,20,08,2014,84.93,14,18-1,반포대로,11650,반포동,34평형,매매,11650,201408,20140820
신반포2,1978,120000.0,04,08,2014,107.31,12,73,신반포로23길,11650,잠원동,34평형,매매,11650,201408,20140804
신반포2,1978,76500.0,04,08,2014,68.91,8,73,신반포로23길,11650,잠원동,24평형,매매,11650,201408,20140804
신반포2,1978,120000.0,20,08,2014,107.31,12,73,신반포로23길,11650,잠원동,34평형,매매,11650,201408,20140820
신반포27,1985,81800.0,18,08,2014,84.49,7,56-2,잠원로8길,11650,잠원동,34평형,매매,11650,201408,20140818
래미안퍼스티지,2009,135000.0,18,08,2014,84.93,28,18-1,반포대로,11650,반포동,34평형,매매,11650,201408,20140818
신반포2,1978,110000.0,05,08,2014,107.31,3,73,신반포로23길,11650,잠원동,34평형,매매,11650,201408,20140805
신반포2,1978,107000.0,06,08,2014,107.31,1,73,신반포로23길,11650,잠원동,34평형,매매,11650,201408,20140806
래미안퍼스티지,2009,137000.0,27,09,2014,84.85,14,18-1,반포대로,11650,반포동,34평형,매매,11650,201409,20140927
신반포2,1978,118000.0,04,09,2014,107.31,5,73,신반포로23길,11650,잠원동,34평형,매매,11650,201409,20140904
래미안퍼스티지,2009,143000.0,16,09,2014,84.93,31,18-1,반포대로,11650,반포동,34평형,매매,11650,201409,20140916
래미안퍼스티지,2009,146900.0,03,09,2014,84.93,17,18-1,반포대로,11650,반포동,34평형,매매,11650,201409,20140903
래미안퍼스티지,2009,104800.0,22,09,2014,59.96,26,18-1,반포대로,11650,반포동,24평형,매매,11650,201409,20140922
신반포2,1978,77000.0,27,09,2014,68.91,2,73,신반포로23길,11650,잠원동,24평형,매매,11650,201409,20140927
래미안퍼스티지,2009,149000.0,24,09,2014,84.93,12,18-1,반포대로,11650,반포동,34평형,매매,11650,201409,20140924
래미안퍼스티지,2009,104500.0,03,09,2014,59.89,8,18-1,반포대로,11650,반포동,24평형,매매,11650,201409,20140903
신반포2,1978,119000.0,02,09,2014,107.31,10,73,신반포로23길,11650,잠원동,34평형,매매,11650,201409,20140902
래미안퍼스티지,2009,93000.0,06,09,2014,59.96,2,18-1,반포대로,11650,반포동,24평형,매매,11650,201409,20140906
신반포2,1978,80000.0,18,09,2014,68.91,9,73,신반포로23길,11650,잠원동,24평형,매매,11650,201409,20140918
신반포2,1978,80000.0,29,09,2014,68.91,10,73,신반포로23길,11650,잠원동,24평형,매매,11650,201409,20140929
래미안퍼스티지,2009,131500.0,02,09,2014,84.93,29,18-1,반포대로,11650,반포동,34평형,매매,11650,201409,20140902
신반포2,1978,79800.0,18,10,2014,68.91,9,73,신반포로23길,11650,잠원동,24평형,매매,11650,201410,20141018
신반포2,1978,81000.0,29,10,2014,68.91,10,73,신반포로23길,11650,잠원동,24평형,매매,11650,201410,20141029
래미안퍼스티지,2009,150000.0,20,10,2014,84.93,29,18-1,반포대로,11650,반포동,34평형,매매,11650,201410,20141020
래미안퍼스티지,2009,97500.0,20,10,2014,59.89,30,18-1,반포대로,11650,반포동,24평형,매매,11650,201410,20141020
신반포2,1978,81500.0,23,10,2014,68.91,9,73,신반포로23길,11650,잠원동,24평형,매매,11650,201410,20141023
래미안퍼스티지,2009,104500.0,22,10,2014,59.96,8,18-1,반포대로,11650,반포동,24평형,매매,11650,201410,20141022
래미안퍼스티지,2009,124000.0,20,10,2014,84.93,1,18-1,반포대로,11650,반포동,34평형,매매,11650,201410,20141020
래미안퍼스티지,2009,147600.0,15,10,2014,84.93,18,18-1,반포대로,11650,반포동,34평형,매매,11650,201410,20141015
래미안퍼스티지,2009,149000.0,14,10,2014,84.93,11,18-1,반포대로,11650,반포동,34평형,매매,11650,201410,20141014
래미안퍼스티지,2009,104000.0,14,10,2014,59.96,22,18-1,반포대로,11650,반포동,24평형,매매,11650,201410,20141014
래미안퍼스티지,2009,105000.0,01,10,2014,59.96,24,18-1,반포대로,11650,반포동,24평형,매매,11650,201410,20141001
래미안퍼스티지,2009,105000.0,01,10,2014,59.89,28,18-1,반포대로,11650,반포동,24평형,매매,11650,201410,20141001
래미안퍼스티지,2009,135000.0,15,10,2014,84.93,17,18-1,반포대로,11650,반포동,34평형,매매,11650,201410,20141015
신반포2,1978,74000.0,14,10,2014,68.91,2,73,신반포로23길,11650,잠원동,24평형,매매,11650,201410,20141014
래미안퍼스티지,2009,137000.0,27,11,2014,84.93,2,18-1,반포대로,11650,반포동,34평형,매매,11650,201411,20141127
신반포2,1978,119000.0,15,11,2014,107.31,5,73,신반포로23길,11650,잠원동,34평형,매매,11650,201411,20141115
래미안퍼스티지,2009,149500.0,04,11,2014,84.93,14,18-1,반포대로,11650,반포동,34평형,매매,11650,201411,20141104
래미안퍼스티지,2009,100000.0,15,11,2014,59.96,4,18-1,반포대로,11650,반포동,24평형,매매,11650,201411,20141115
래미안퍼스티지,2009,105000.0,24,11,2014,59.96,7,18-1,반포대로,11650,반포동,24평형,매매,11650,201411,20141124
신반포2,1978,80000.0,07,11,2014,68.91,5,73,신반포로23길,11650,잠원동,24평형,매매,11650,201411,20141107
래미안퍼스티지,2009,151000.0,06,11,2014,84.93,11,18-1,반포대로,11650,반포동,34평형,매매,11650,201411,20141106
래미안퍼스티지,2009,147500.0,07,11,2014,84.93,4,18-1,반포대로,11650,반포동,34평형,매매,11650,201411,20141107
래미안퍼스티지,2009,144000.0,03,11,2014,84.93,28,18-1,반포대로,11650,반포동,34평형,매매,11650,201411,20141103
신반포2,1978,80000.0,06,11,2014,68.91,12,73,신반포로23길,11650,잠원동,24평형,매매,11650,201411,20141106
래미안퍼스티지,2009,137000.0,23,12,2014,84.93,8,18-1,반포대로,11650,반포동,34평형,매매,11650,201412,20141223
신반포2,1978,116500.0,16,12,2014,107.31,8,73,신반포로23길,11650,잠원동,34평형,매매,11650,201412,20141216
래미안퍼스티지,2009,104000.0,31,12,2014,59.89,26,18-1,반포대로,11650,반포동,24평형,매매,11650,201412,20141231
신반포2,1978,119000.0,30,12,2014,107.31,10,73,신반포로23길,11650,잠원동,34평형,매매,11650,201412,20141230
래미안퍼스티지,2009,105000.0,13,12,2014,59.89,27,18-1,반포대로,11650,반포동,24평형,매매,11650,201412,20141213
신반포2,1978,59000.0,10,12,2014,68.91,8,73,신반포로23길,11650,잠원동,24평형,매매,11650,201412,20141210
래미안퍼스티지,2009,140000.0,10,12,2014,84.93,12,18-1,반포대로,11650,반포동,34평형,매매,11650,201412,20141210
래미안퍼스티지,2009,99000.0,09,01,2015,59.96,16,18-1,반포대로,11650,반포동,24평형,매매,11650,201501,20150109
신반포25,1984,89000.0,31,01,2015,84.49,12,61-1,잠원로,11650,잠원동,34평형,매매,11650,201501,20150131
신반포27,1985,89000.0,29,01,2015,84.49,9,56-2,잠원로8길,11650,잠원동,34평형,매매,11650,201501,20150129
래미안퍼스티지,2009,150000.0,30,01,2015,84.93,28,18-1,반포대로,11650,반포동,34평형,매매,11650,201501,20150130
래미안퍼스티지,2009,100500.0,19,01,2015,59.98,22,18-1,반포대로,11650,반포동,24평형,매매,11650,201501,20150119
래미안퍼스티지,2009,135000.0,24,01,2015,84.93,9,18-1,반포대로,11650,반포동,34평형,매매,11650,201501,20150124
래미안퍼스티지,2009,98500.0,22,01,2015,59.98,17,18-1,반포대로,11650,반포동,24평형,매매,11650,201501,20150122
신반포2,1978,82000.0,21,01,2015,68.91,12,73,신반포로23길,11650,잠원동,24평형,매매,11650,201501,20150121
래미안퍼스티지,2009,105000.0,27,01,2015,59.96,29,18-1,반포대로,11650,반포동,24평형,매매,11650,201501,20150127
래미안퍼스티지,2009,106500.0,19,01,2015,59.89,26,18-1,반포대로,11650,반포동,24평형,매매,11650,201501,20150119
래미안퍼스티지,2009,144000.0,16,01,2015,84.93,6,18-1,반포대로,11650,반포동,34평형,매매,11650,201501,20150116
신반포2,1978,78000.0,31,01,2015,68.91,1,73,신반포로23길,11650,잠원동,24평형,매매,11650,201501,20150131
신반포25,1984,86000.0,27,01,2015,84.49,10,61-1,잠원로,11650,잠원동,34평형,매매,11650,201501,20150127
신반포2,1978,83500.0,19,01,2015,68.91,7,73,신반포로23길,11650,잠원동,24평형,매매,11650,201501,20150119
신반포2,1978,81700.0,15,01,2015,68.91,9,73,신반포로23길,11650,잠원동,24평형,매매,11650,201501,20150115
신반포2,1978,80600.0,10,01,2015,68.91,6,73,신반포로23길,11650,잠원동,24평형,매매,11650,201501,20150110
래미안퍼스티지,2009,142500.0,28,02,2015,84.93,14,18-1,반포대로,11650,반포동,34평형,매매,11650,201502,20150228
신반포2,1978,82000.0,11,02,2015,68.91,10,73,신반포로23길,11650,잠원동,24평형,매매,11650,201502,20150211
래미안퍼스티지,2009,152000.0,26,02,2015,84.93,20,18-1,반포대로,11650,반포동,34평형,매매,11650,201502,20150226
래미안퍼스티지,2009,153000.0,07,02,2015,84.93,27,18-1,반포대로,11650,반포동,34평형,매매,11650,201502,20150207
래미안퍼스티지,2009,108000.0,24,02,2015,59.96,18,18-1,반포대로,11650,반포동,24평형,매매,11650,201502,20150224
신반포25,1984,92300.0,06,02,2015,84.49,7,61-1,잠원로,11650,잠원동,34평형,매매,11650,201502,20150206
신반포25,1984,90000.0,08,02,2015,84.49,4,61-1,잠원로,11650,잠원동,34평형,매매,11650,201502,20150208
신반포2,1978,84000.0,06,02,2015,68.91,10,73,신반포로23길,11650,잠원동,24평형,매매,11650,201502,20150206
래미안퍼스티지,2009,144500.0,25,02,2015,84.93,11,18-1,반포대로,11650,반포동,34평형,매매,11650,201502,20150225
래미안퍼스티지,2009,154000.0,16,02,2015,84.93,16,18-1,반포대로,11650,반포동,34평형,매매,11650,201502,20150216
래미안퍼스티지,2009,110000.0,10,02,2015,59.89,13,18-1,반포대로,11650,반포동,24평형,매매,11650,201502,20150210
신반포2,1978,122000.0,03,02,2015,107.31,9,73,신반포로23길,11650,잠원동,34평형,매매,11650,201502,20150203
래미안퍼스티지,2009,149000.0,28,02,2015,84.93,26,18-1,반포대로,11650,반포동,34평형,매매,11650,201502,20150228
신반포2,1978,123500.0,12,02,2015,107.31,8,73,신반포로23길,11650,잠원동,34평형,매매,11650,201502,20150212
래미안퍼스티지,2009,97000.0,01,02,2015,59.89,2,18-1,반포대로,11650,반포동,24평형,매매,11650,201502,20150201
래미안퍼스티지,2009,149750.0,04,02,2015,84.93,25,18-1,반포대로,11650,반포동,34평형,매매,11650,201502,20150204
래미안퍼스티지,2009,104500.0,05,02,2015,59.96,10,18-1,반포대로,11650,반포동,24평형,매매,11650,201502,20150205
신반포2,1978,80500.0,09,02,2015,68.91,3,73,신반포로23길,11650,잠원동,24평형,매매,11650,201502,20150209
신반포2,1978,119800.0,31,03,2015,107.31,2,73,신반포로23길,11650,잠원동,34평형,매매,11650,201503,20150331
신반포2,1978,84000.0,23,03,2015,68.91,5,73,신반포로23길,11650,잠원동,24평형,매매,11650,201503,20150323
신반포2,1978,85000.0,30,03,2015,68.91,8,73,신반포로23길,11650,잠원동,24평형,매매,11650,201503,20150330
래미안퍼스티지,2009,150000.0,15,03,2015,84.93,26,18-1,반포대로,11650,반포동,34평형,매매,11650,201503,20150315
래미안퍼스티지,2009,149000.0,27,03,2015,84.93,3,18-1,반포대로,11650,반포동,34평형,매매,11650,201503,20150327
래미안퍼스티지,2009,136000.0,30,03,2015,84.93,7,18-1,반포대로,11650,반포동,34평형,매매,11650,201503,20150330
래미안퍼스티지,2009,138500.0,26,03,2015,84.85,24,18-1,반포대로,11650,반포동,34평형,매매,11650,201503,20150326
래미안퍼스티지,2009,106800.0,22,03,2015,59.96,3,18-1,반포대로,11650,반포동,24평형,매매,11650,201503,20150322
신반포2,1978,84000.0,17,03,2015,68.91,5,73,신반포로23길,11650,잠원동,24평형,매매,11650,201503,20150317
래미안퍼스티지,2009,143000.0,31,03,2015,84.93,18,18-1,반포대로,11650,반포동,34평형,매매,11650,201503,20150331
래미안퍼스티지,2009,139800.0,16,03,2015,84.93,16,18-1,반포대로,11650,반포동,34평형,매매,11650,201503,20150316
래미안퍼스티지,2009,150000.0,13,03,2015,84.93,12,18-1,반포대로,11650,반포동,34평형,매매,11650,201503,20150313
래미안퍼스티지,2009,142500.0,14,03,2015,84.76,9,18-1,반포대로,11650,반포동,34평형,매매,11650,201503,20150314
래미안퍼스티지,2009,140000.0,07,03,2015,84.93,8,18-1,반포대로,11650,반포동,34평형,매매,11650,201503,20150307
신반포2,1978,120000.0,23,03,2015,107.31,4,73,신반포로23길,11650,잠원동,34평형,매매,11650,201503,20150323
래미안퍼스티지,2009,135000.0,26,03,2015,84.93,24,18-1,반포대로,11650,반포동,34평형,매매,11650,201503,20150326
래미안퍼스티지,2009,107300.0,04,03,2015,59.89,17,18-1,반포대로,11650,반포동,24평형,매매,11650,201503,20150304
래미안퍼스티지,2009,140500.0,09,03,2015,84.93,10,18-1,반포대로,11650,반포동,34평형,매매,11650,201503,20150309
래미안퍼스티지,2009,154000.0,30,04,2015,84.93,25,18-1,반포대로,11650,반포동,34평형,매매,11650,201504,20150430
래미안퍼스티지,2009,145000.0,24,04,2015,84.93,4,18-1,반포대로,11650,반포동,34평형,매매,11650,201504,20150424
신반포2,1978,126000.0,07,04,2015,107.31,7,73,신반포로23길,11650,잠원동,34평형,매매,11650,201504,20150407
래미안퍼스티지,2009,152000.0,18,04,2015,84.93,8,18-1,반포대로,11650,반포동,34평형,매매,11650,201504,20150418
래미안퍼스티지,2009,156000.0,15,04,2015,84.93,25,18-1,반포대로,11650,반포동,34평형,매매,11650,201504,20150415
래미안퍼스티지,2009,157000.0,08,04,2015,84.93,6,18-1,반포대로,11650,반포동,34평형,매매,11650,201504,20150408
래미안퍼스티지,2009,152000.0,10,04,2015,84.93,15,18-1,반포대로,11650,반포동,34평형,매매,11650,201504,20150410
래미안퍼스티지,2009,154500.0,08,04,2015,84.93,14,18-1,반포대로,11650,반포동,34평형,매매,11650,201504,20150408
래미안퍼스티지,2009,113000.0,15,04,2015,59.96,29,18-1,반포대로,11650,반포동,24평형,매매,11650,201504,20150415
래미안퍼스티지,2009,140000.0,16,04,2015,84.93,10,18-1,반포대로,11650,반포동,34평형,매매,11650,201504,20150416
신반포2,1978,125000.0,06,04,2015,107.31,7,73,신반포로23길,11650,잠원동,34평형,매매,11650,201504,20150406
래미안퍼스티지,2009,100000.0,11,04,2015,59.89,27,18-1,반포대로,11650,반포동,24평형,매매,11650,201504,20150411
신반포2,1978,124500.0,04,04,2015,107.31,4,73,신반포로23길,11650,잠원동,34평형,매매,11650,201504,20150404
신반포2,1978,127000.0,03,04,2015,107.31,10,73,신반포로23길,11650,잠원동,34평형,매매,11650,201504,20150403
래미안퍼스티지,2009,145000.0,04,04,2015,84.93,4,18-1,반포대로,11650,반포동,34평형,매매,11650,201504,20150404
신반포25,1984,95000.0,13,04,2015,84.49,6,61-1,잠원로,11650,잠원동,34평형,매매,11650,201504,20150413
래미안퍼스티지,2009,162000.0,06,04,2015,84.93,22,18-1,반포대로,11650,반포동,34평형,매매,11650,201504,20150406
래미안퍼스티지,2009,143100.0,24,05,2015,84.93,23,18-1,반포대로,11650,반포동,34평형,매매,11650,201505,20150524
래미안퍼스티지,2009,138000.0,29,05,2015,84.93,12,18-1,반포대로,11650,반포동,34평형,매매,11650,201505,20150529
신반포2,1978,134000.0,22,05,2015,107.31,10,73,신반포로23길,11650,잠원동,34평형,매매,11650,201505,20150522
신반포2,1978,87000.0,11,05,2015,68.91,7,73,신반포로23길,11650,잠원동,24평형,매매,11650,201505,20150511
래미안퍼스티지,2009,154000.0,21,05,2015,84.93,27,18-1,반포대로,11650,반포동,34평형,매매,11650,201505,20150521
래미안퍼스티지,2009,153500.0,23,05,2015,84.93,27,18-1,반포대로,11650,반포동,34평형,매매,11650,201505,20150523
신반포2,1978,88000.0,26,05,2015,68.91,11,73,신반포로23길,11650,잠원동,24평형,매매,11650,201505,20150526
래미안퍼스티지,2009,148000.0,30,05,2015,84.93,2,18-1,반포대로,11650,반포동,34평형,매매,11650,201505,20150530
신반포2,1978,80000.0,19,05,2015,68.91,2,73,신반포로23길,11650,잠원동,24평형,매매,11650,201505,20150519
신반포2,1978,85000.0,12,05,2015,68.91,6,73,신반포로23길,11650,잠원동,24평형,매매,11650,201505,20150512
래미안퍼스티지,2009,152000.0,01,05,2015,84.93,23,18-1,반포대로,11650,반포동,34평형,매매,11650,201505,20150501
래미안퍼스티지,2009,152700.0,28,06,2015,84.93,4,18-1,반포대로,11650,반포동,34평형,매매,11650,201506,20150628
래미안퍼스티지,2009,114700.0,20,06,2015,59.89,22,18-1,반포대로,11650,반포동,24평형,매매,11650,201506,20150620
래미안퍼스티지,2009,161000.0,22,06,2015,84.93,25,18-1,반포대로,11650,반포동,34평형,매매,11650,201506,20150622
