아파트,건축년도,계약기간,계약구분,계약일,계약월,계약년,보증금(만원),전용면적(㎡),층,지번,월세(만원),종전계약보증금,종전계약월세,지역코드,법정동,갱신요구권사용,평형그룹,거래유형,환산보증금(만원),거래금액(만원),조회지역코드,조회계약년월,계약일자
개포우성2,1984,,,31,01,2020,75000.0,127.78,7,500,100.0,,,11680,대치동,,34평형,전월세,100000.0,100000.0,11680,202001,20200131
개포우성1,1983,20.02~22.02,신규,29,01,2020,55000.0,84.81,8,503,166.0,,,11680,대치동,,24평형,전월세,96500.0,96500.0,11680,202001,20200129
개포우성1,1983,,,17,01,2020,100000.0,127.61,1,503,0.0,,,11680,대치동,,34평형,전월세,100000.0,100000.0,11680,202001,20200117
개포우성2,1984,,,08,01,2020,90000.0,127.78,5,500,130.0,,,11680,대치동,,34평형,전월세,122500.0,122500.0,11680,202001,20200108
개포우성1,1983,,,31,01,2020,130000.0,127.61,10,503,0.0,,,11680,대치동,,34평형,전월세,130000.0,130000.0,11680,202001,20200131
삼부아그레빌,2003,,,31,01,2020,64000.0,84.755,5,98-11,0.0,,,11680,삼성동,,34평형,전월세,64000.0,64000.0,11680,202001,20200131
신현대12차,1982,,,21,01,2020,73000.0,107.16,12,434,0.0,,,11680,압구정동,,34평형,전월세,73000.0,73000.0,11680,202001,20200121
신현대12차,1982,,,14,01,2020,65000.0,108.31,10,434,0.0,,,11680,압구정동,,34평형,전월세,65000.0,65000.0,11680,202001,20200114
개포우성2,1984,,,17,01,2020,125000.0,127.78,12,500,0.0,,,11680,대치동,,34평형,전월세,125000.0,125000.0,11680,202001,20200117
개포우성2,1984,,,15,01,2020,116000.0,127.78,6,500,0.0,,,11680,대치동,,34평형,전월세,116000.0,116000.0,11680,202001,20200115
개포우성2,1984,,,15,01,2020,65000.0,84.69,3,500,90.0,,,11680,대치동,,24평형,전월세,87500.0,87500.0,11680,202001,20200115
개포우성1,1983,,,11,01,2020,100000.0,84.81,6,503,0.0,,,11680,대치동,,24평형,전월세,100000.0,100000.0,11680,202001,20200111
신현대12차,1982,,,08,01,2020,67000.0,107.16,4,434,0.0,,,11680,압구정동,,34평형,전월세,67000.0,67000.0,11680,202001,20200108
신현대11차,1983,,,07,01,2020,30000.0,108.36,4,433,105.0,,,11680,압구정동,,34평형,전월세,56250.0,56250.0,11680,202001,20200107
개포우성2,1984,,,03,01,2020,140000.0,127.78,1,500,0.0,,,11680,대치동,,34평형,전월세,140000.0,140000.0,11680,202001,20200103
개포우성1,1983,,,14,02,2020,90000.0,127.61,11,503,0.0,,,11680,대치동,,34평형,전월세,90000.0,90000.0,11680,202002,20200214
개포우성1,1983,,,28,02,2020,78000.0,84.81,10,503,65.0,,,11680,대치동,,24평형,전월세,94250.0,94250.0,11680,202002,20200228
신현대12차,1982,,,13,02,2020,78000.0,107.16,2,434,0.0,,,11680,압구정동,,34평형,전월세,78000.0,78000.0,11680,202002,20200213
삼부아파트102동,1998,20.05~22.05,신규,29,02,2020,40000.0,59.94,8,99,8.0,,,11680,삼성동,,24평형,전월세,42000.0,42000.0,11680,202002,20200229
개포우성2,1984,,,05,02,2020,95000.0,84.69,8,500,0.0,,,11680,대치동,,24평형,전월세,95000.0,95000.0,11680,202002,20200205
개포우성1,1983,,,29,02,2020,127000.0,127.61,15,503,0.0,,,11680,대치동,,34평형,전월세,127000.0,127000.0,11680,202002,20200229
신현대12차,1982,,,07,02,2020,50000.0,108.31,4,434,85.0,,,11680,압구정동,,34평형,전월세,71250.0,71250.0,11680,202002,20200207
개포우성2,1984,,,22,02,2020,134000.0,127.78,10,500,0.0,,,11680,대치동,,34평형,전월세,134000.0,134000.0,11680,202002,20200222
신현대9차,1982,,,15,02,2020,60000.0,108.88,4,426,0.0,,,11680,압구정동,,34평형,전월세,60000.0,60000.0,11680,202002,20200215
개포우성1,1983,,,20,02,2020,118000.0,127.61,4,503,0.0,,,11680,대치동,,34평형,전월세,118000.0,118000.0,11680,202002,20200220
개포우성1,1983,,,10,02,2020,80000.0,84.81,13,503,60.0,,,11680,대치동,,24평형,전월세,95000.0,95000.0,11680,202002,20200210
신현대9차,1982,,,15,02,2020,5000.0,108.88,10,426,200.0,,,11680,압구정동,,34평형,전월세,55000.0,55000.0,11680,202002,20200215
신현대12차,1982,,,04,02,2020,65000.0,107.16,7,434,0.0,,,11680,압구정동,,34평형,전월세,65000.0,65000.0,11680,202002,20200204
개포우성1,1983,,,28,02,2020,83000.0,84.81,7,503,40.0,,,11680,대치동,,24평형,전월세,93000.0,93000.0,11680,202002,20200228
개포우성2,1984,,,01,02,2020,91000.0,84.69,13,500,0.0,,,11680,대치동,,24평형,전월세,91000.0,91000.0,11680,202002,20200201
개포우성1,1983,,,27,02,2020,130000.0,127.61,2,503,0.0,,,11680,대치동,,34평형,전월세,130000.0,130000.0,11680,202002,20200227
개포우성2,1984,,,25,02,2020,120000.0,127.78,1,500,0.0,,,11680,대치동,,34평형,전월세,120000.0,120000.0,11680,202002,20200225
삼부아파트(101동),1998,,,18,02,2020,44000.0,59.85,1,99-13,0.0,,,11680,삼성동,,24평형,전월세,44000.0,44000.0,11680,202002,20200218
신현대12차,1982,,,18,02,2020,63000.0,107.16,3,434,0.0,,,11680,압구정동,,34평형,전월세,63000.0,63000.0,11680,202002,20200218
개포우성1,1983,,,10,02,2020,130000.0,127.61,14,503,0.0,,,11680,대치동,,34평형,전월세,130000.0,130000.0,11680,202002,20200210
신현대9차,1982,,,07,02,2020,75000.0,108.88,2,426,0.0,,,11680,압구정동,,34평형,전월세,75000.0,75000.0,11680,202002,20200207
삼부아파트102동,1998,,,01,02,2020,45000.0,59.61,6,99,0.0,,,11680,삼성동,,24평형,전월세,45000.0,45000.0,11680,202002,20200201
개포우성2,1984,,,05,02,2020,65000.0,127.78,2,500,200.0,,,11680,대치동,,34평형,전월세,115000.0,115000.0,11680,202002,20200205
신현대9차,1982,,,05,02,2020,65000.0,108.88,9,426,0.0,,,11680,압구정동,,34평형,전월세,65000.0,65000.0,11680,202002,20200205
신현대12차,1982,,,31,03,2020,80000.0,107.16,8,434,0.0,,,11680,압구정동,,34평형,전월세,80000.0,80000.0,11680,202003,20200331
개포우성1,1983,,,07,03,2020,92000.0,84.81,15,503,0.0,,,11680,대치동,,24평형,전월세,92000.0,92000.0,11680,202003,20200307
개포우성1,1983,,,27,03,2020,50000.0,84.81,5,503,165.0,,,11680,대치동,,24평형,전월세,91250.0,91250.0,11680,202003,20200327
개포우성2,1984,,,17,03,2020,70000.0,127.78,4,500,200.0,,,11680,대치동,,34평형,전월세,120000.0,120000.0,11680,202003,20200317
개포우성2,1984,,,11,03,2020,143000.0,127.78,12,500,0.0,,,11680,대치동,,34평형,전월세,143000.0,143000.0,11680,202003,20200311
삼부아파트(101동),1998,,,27,03,2020,6000.0,59.85,4,99-13,160.0,,,11680,삼성동,,24평형,전월세,46000.0,46000.0,11680,202003,20200327
개포우성2,1984,,,05,03,2020,122000.0,127.78,11,500,0.0,,,11680,대치동,,34평형,전월세,122000.0,122000.0,11680,202003,20200305
신현대11차,1983,,,22,03,2020,60000.0,108.36,13,433,0.0,,,11680,압구정동,,34평형,전월세,60000.0,60000.0,11680,202003,20200322
신현대9차,1982,,,19,03,2020,70000.0,108.88,5,426,0.0,,,11680,압구정동,,34평형,전월세,70000.0,70000.0,11680,202003,20200319
신현대12차,1982,,,16,03,2020,78000.0,107.16,9,434,0.0,,,11680,압구정동,,34평형,전월세,78000.0,78000.0,11680,202003,20200316
개포우성1,1983,,,09,03,2020,120000.0,127.61,2,503,0.0,,,11680,대치동,,34평형,전월세,120000.0,120000.0,11680,202003,20200309
개포우성1,1983,,,02,03,2020,95000.0,84.81,8,503,0.0,,,11680,대치동,,24평형,전월세,95000.0,95000.0,11680,202003,20200302
신현대9차,1982,,,02,03,2020,68000.0,108.88,1,426,0.0,,,11680,압구정동,,34평형,전월세,68000.0,68000.0,11680,202003,20200302
삼부아파트(101동),1998,,,30,04,2020,55000.0,59.85,5,99-13,0.0,,,11680,삼성동,,24평형,전월세,55000.0,55000.0,11680,202004,20200430
개포우성1,1983,,,30,04,2020,85000.0,84.81,6,503,0.0,,,11680,대치동,,24평형,전월세,85000.0,85000.0,11680,202004,20200430
삼부아파트(101동),1998,,,03,04,2020,55000.0,59.85,5,99-13,0.0,,,11680,삼성동,,24평형,전월세,55000.0,55000.0,11680,202004,20200403
개포우성2,1984,,,30,04,2020,100000.0,84.69,8,500,0.0,,,11680,대치동,,24평형,전월세,100000.0,100000.0,11680,202004,20200430
개포우성1,1983,,,28,04,2020,50000.0,84.81,15,503,150.0,,,11680,대치동,,24평형,전월세,87500.0,87500.0,11680,202004,20200428
개포우성2,1984,,,08,04,2020,100000.0,127.78,5,500,150.0,,,11680,대치동,,34평형,전월세,137500.0,137500.0,11680,202004,20200408
개포우성2,1984,,,18,04,2020,90000.0,84.69,1,500,0.0,,,11680,대치동,,24평형,전월세,90000.0,90000.0,11680,202004,20200418
개포우성1,1983,,,01,04,2020,140000.0,127.61,7,503,0.0,,,11680,대치동,,34평형,전월세,140000.0,140000.0,11680,202004,20200401
개포우성1,1983,,,28,04,2020,80000.0,84.81,3,503,0.0,,,11680,대치동,,24평형,전월세,80000.0,80000.0,11680,202004,20200428
개포우성2,1984,,,08,04,2020,135000.0,127.78,8,500,0.0,,,11680,대치동,,34평형,전월세,135000.0,135000.0,11680,202004,20200408
개포우성1,1983,,,09,04,2020,60000.0,84.81,10,503,140.0,,,11680,대치동,,24평형,전월세,95000.0,95000.0,11680,202004,20200409
삼부아파트102동,1998,,,29,04,2020,45000.0,59.94,5,99,0.0,,,11680,삼성동,,24평형,전월세,45000.0,45000.0,11680,202004,20200429
개포우성2,1984,,,11,04,2020,125000.0,127.78,8,500,0.0,,,11680,대치동,,34평형,전월세,125000.0,125000.0,11680,202004,20200411
개포우성2,1984,,,17,04,2020,10000.0,84.69,10,500,273.0,,,11680,대치동,,24평형,전월세,78250.0,78250.0,11680,202004,20200417
개포우성1,1983,,,15,05,2020,93000.0,84.81,10,503,0.0,,,11680,대치동,,24평형,전월세,93000.0,93000.0,11680,202005,20200515
개포우성1,1983,,,23,05,2020,89000.0,84.81,14,503,0.0,,,11680,대치동,,24평형,전월세,89000.0,89000.0,11680,202005,20200523
개포우성2,1984,,,07,05,2020,120000.0,127.78,10,500,0.0,,,11680,대치동,,34평형,전월세,120000.0,120000.0,11680,202005,20200507
개포우성1,1983,,,17,05,2020,125000.0,127.61,9,503,0.0,,,11680,대치동,,34평형,전월세,125000.0,125000.0,11680,202005,20200517
개포우성1,1983,,,28,05,2020,93000.0,84.81,11,503,0.0,,,11680,대치동,,24평형,전월세,93000.0,93000.0,11680,202005,20200528
개포우성2,1984,,,27,05,2020,60000.0,84.69,5,500,105.0,,,11680,대치동,,24평형,전월세,86250.0,86250.0,11680,202005,20200527
개포우성1,1983,,,26,05,2020,115000.0,127.61,2,503,0.0,,,11680,대치동,,34평형,전월세,115000.0,115000.0,11680,202005,20200526
신현대9차,1982,,,30,05,2020,85000.0,108.88,7,426,0.0,,,11680,압구정동,,34평형,전월세,85000.0,85000.0,11680,202005,20200530
개포우성1,1983,,,15,05,2020,80000.0,127.61,3,503,165.0,,,11680,대치동,,34평형,전월세,121250.0,121250.0,11680,202005,20200515
개포우성1,1983,,,14,05,2020,92000.0,84.81,15,503,0.0,,,11680,대치동,,24평형,전월세,92000.0,92000.0,11680,202005,20200514
신현대12차,1982,,,15,05,2020,50000.0,107.16,2,434,65.0,,,11680,압구정동,,34평형,전월세,66250.0,66250.0,11680,202005,20200515
신현대9차,1982,,,30,05,2020,70000.0,108.88,5,426,0.0,,,11680,압구정동,,34평형,전월세,70000.0,70000.0,11680,202005,20200530
개포우성2,1984,,,22,05,2020,70000.0,127.78,5,500,160.0,,,11680,대치동,,34평형,전월세,110000.0,110000.0,11680,202005,20200522
개포우성1,1983,,,09,05,2020,91000.0,84.81,6,503,0.0,,,11680,대치동,,24평형,전월세,91000.0,91000.0,11680,202005,20200509
개포우성1,1983,,,16,05,2020,127500.0,127.61,7,503,0.0,,,11680,대치동,,34평형,전월세,127500.0,127500.0,11680,202005,20200516
삼부아그레빌,2003,,,18,05,2020,65000.0,84.755,5,98-11,0.0,,,11680,삼성동,,34평형,전월세,65000.0,65000.0,11680,202005,20200518
개포우성1,1983,,,23,05,2020,110000.0,127.61,15,503,30.0,,,11680,대치동,,34평형,전월세,117500.0,117500.0,11680,202005,20200523
개포우성1,1983,,,23,05,2020,95000.0,84.81,12,503,0.0,,,11680,대치동,,24평형,전월세,95000.0,95000.0,11680,202005,20200523
개포우성1,1983,,,07,05,2020,120000.0,127.61,11,503,0.0,,,11680,대치동,,34평형,전월세,120000.0,120000.0,11680,202005,20200507
개포우성2,1984,,,02,05,2020,145000.0,127.78,9,500,0.0,,,11680,대치동,,34평형,전월세,145000.0,145000.0,11680,202005,20200502
삼부아파트102동,1998,,,15,06,2020,46000.0,59.61,5,99,0.0,,,11680,삼성동,,24평형,전월세,46000.0,46000.0,11680,202006,20200615
개포우성1,1983,,,09,06,2020,78000.0,84.81,13,503,60.0,,,11680,대치동,,24평형,전월세,93000.0,93000.0,11680,202006,20200609
개포우성2,1984,,,12,06,2020,135000.0,127.78,15,500,0.0,,,11680,대치동,,34평형,전월세,135000.0,135000.0,11680,202006,20200612
개포우성2,1984,,,01,06,2020,70000.0,127.78,6,500,160.0,,,11680,대치동,,34평형,전월세,110000.0,110000.0,11680,202006,20200601
개포우성2,1984,,,08,06,2020,140000.0,127.78,13,500,0.0,,,11680,대치동,,34평형,전월세,140000.0,140000.0,11680,202006,20200608
개포우성1,1983,,,27,06,2020,50000.0,84.81,9,503,160.0,,,11680,대치동,,24평형,전월세,90000.0,90000.0,11680,202006,20200627
신현대12차,1982,,,03,06,2020,81000.0,108.31,9,434,0.0,,,11680,압구정동,,34평형,전월세,81000.0,81000.0,11680,202006,20200603
개포우성1,1983,,,05,06,2020,120000.0,127.61,10,503,0.0,,,11680,대치동,,34평형,전월세,120000.0,120000.0,11680,202006,20200605
개포우성1,1983,,,05,06,2020,85000.0,84.81,8,503,50.0,,,11680,대치동,,24평형,전월세,97500.0,97500.0,11680,202006,20200605
신현대9차,1982,,,08,06,2020,65000.0,108.88,11,426,0.0,,,11680,압구정동,,34평형,전월세,65000.0,65000.0,11680,202006,20200608
개포우성1,1983,,,27,06,2020,120000.0,127.61,1,503,0.0,,,11680,대치동,,34평형,전월세,120000.0,120000.0,11680,202006,20200627
개포우성2,1984,,,23,06,2020,130000.0,127.78,5,500,0.0,,,11680,대치동,,34평형,전월세,130000.0,130000.0,11680,202006,20200623
신현대12차,1982,,,05,06,2020,75000.0,107.16,8,434,0.0,,,11680,압구정동,,34평형,전월세,75000.0,75000.0,11680,202006,20200605
개포우성2,1984,,,05,06,2020,60000.0,84.69,6,500,120.0,,,11680,대치동,,24평형,전월세,90000.0,90000.0,11680,202006,20200605
개포우성2,1984,,,26,06,2020,140000.0,127.78,9,500,0.0,,,11680,대치동,,34평형,전월세,140000.0,140000.0,11680,202006,20200626
개포우성1,1983,,,17,06,2020,128000.0,127.61,12,503,0.0,,,11680,대치동,,34평형,전월세,128000.0,128000.0,11680,202006,20200617
개포우성1,1983,,,02,06,2020,10000.0,84.81,13,503,310.0,,,11680,대치동,,24평형,전월세,87500.0,87500.0,11680,202006,20200602
개포우성1,1983,,,29,06,2020,95000.0,84.81,14,503,0.0,,,11680,대치동,,24평형,전월세,95000.0,95000.0,11680,202006,20200629
신현대9차,1982,,,15,06,2020,73000.0,108.88,8,426,0.0,,,11680,압구정동,,34평형,전월세,73000.0,73000.0,11680,202006,20200615
개포우성1,1983,,,29,06,2020,95000.0,84.81,9,503,20.0,,,11680,대치동,,24평형,전월세,100000.0,100000.0,11680,202006,20200629
개포우성1,1983,,,17,06,2020,105000.0,127.61,13,503,100.0,,,11680,대치동,,34평형,전월세,130000.0,130000.0,11680,202006,20200617
개포우성1,1983,,,16,06,2020,82000.0,127.61,4,503,160.0,,,11680,대치동,,34평형,전월세,122000.0,122000.0,11680,202006,20200616
개포우성2,1984,,,12,06,2020,83000.0,84.69,5,500,0.0,,,11680,대치동,,24평형,전월세,83000.0,83000.0,11680,202006,20200612
삼부아파트(101동),1998,,,11,06,2020,63000.0,83.39,3,99-13,0.0,,,11680,삼성동,,34평형,전월세,63000.0,63000.0,11680,202006,20200611
신현대9차,1982,,,06,06,2020,60000.0,108.88,11,426,80.0,,,11680,압구정동,,34평형,전월세,80000.0,80000.0,11680,202006,20200606
개포우성2,1984,,,06,06,2020,115000.0,127.78,12,500,0.0,,,11680,대치동,,34평형,전월세,115000.0,115000.0,11680,202006,20200606
개포우성2,1984,,,03,06,2020,92000.0,84.69,11,500,0.0,,,11680,대치동,,24평형,전월세,92000.0,92000.0,11680,202006,20200603
개포우성1,1983,,,03,06,2020,80000.0,84.81,2,503,34.0,,,11680,대치동,,24평형,전월세,88500.0,88500.0,11680,202006,20200603
개포우성1,1983,,,09,07,2020,135000.0,127.61,13,503,0.0,,,11680,대치동,,34평형,전월세,135000.0,135000.0,11680,202007,20200709
개포우성2,1984,,,28,07,2020,100000.0,127.78,9,500,140.0,,,11680,대치동,,34평형,전월세,135000.0,135000.0,11680,202007,20200728
삼부아그레빌,2003,20.10~22.10,신규,28,07,2020,85000.0,84.755,4,98-11,0.0,,,11680,삼성동,,34평형,전월세,85000.0,85000.0,11680,202007,20200728
신현대12차,1982,,,10,07,2020,100000.0,107.16,6,434,0.0,,,11680,압구정동,,34평형,전월세,100000.0,100000.0,11680,202007,20200710
개포우성1,1983,,,22,07,2020,93000.0,84.81,1,503,0.0,,,11680,대치동,,24평형,전월세,93000.0,93000.0,11680,202007,20200722
신현대9차,1982,,,14,07,2020,80000.0,108.88,4,426,0.0,,,11680,압구정동,,34평형,전월세,80000.0,80000.0,11680,202007,20200714
신현대9차,1982,,,09,07,2020,61000.0,108.88,6,426,30.0,,,11680,압구정동,,34평형,전월세,68500.0,68500.0,11680,202007,20200709
신현대12차,1982,,,20,07,2020,85000.0,107.16,11,434,0.0,,,11680,압구정동,,34평형,전월세,85000.0,85000.0,11680,202007,20200720
신현대11차,1983,,,18,07,2020,88000.0,108.36,7,433,0.0,,,11680,압구정동,,34평형,전월세,88000.0,88000.0,11680,202007,20200718
개포우성1,1983,,,13,07,2020,95000.0,84.81,11,503,0.0,,,11680,대치동,,24평형,전월세,95000.0,95000.0,11680,202007,20200713
개포우성1,1983,,,20,07,2020,115000.0,127.61,5,503,140.0,,,11680,대치동,,34평형,전월세,150000.0,150000.0,11680,202007,20200720
신현대11차,1983,,,28,07,2020,65000.0,108.36,8,433,11.0,,,11680,압구정동,,34평형,전월세,67750.0,67750.0,11680,202007,20200728
신현대9차,1982,20.07~21.07,신규,01,07,2020,10000.0,108.88,11,426,225.0,,,11680,압구정동,,34평형,전월세,66250.0,66250.0,11680,202007,20200701
신현대11차,1983,,,30,07,2020,85000.0,108.36,13,433,0.0,,,11680,압구정동,,34평형,전월세,85000.0,85000.0,11680,202007,20200730
신현대12차,1982,,,31,07,2020,75000.0,108.31,3,434,0.0,,,11680,압구정동,,34평형,전월세,75000.0,75000.0,11680,202007,20200731
개포우성2,1984,,,31,07,2020,125000.0,127.78,14,500,20.0,,,11680,대치동,,34평형,전월세,130000.0,130000.0,11680,202007,20200731
개포우성1,1983,,,18,07,2020,145000.0,127.61,5,503,0.0,,,11680,대치동,,34평형,전월세,145000.0,145000.0,11680,202007,20200718
신현대9차,1982,,,18,07,2020,70000.0,108.88,6,426,0.0,,,11680,압구정동,,34평형,전월세,70000.0,70000.0,11680,202007,20200718
개포우성1,1983,,,18,07,2020,95000.0,84.81,10,503,0.0,,,11680,대치동,,24평형,전월세,95000.0,95000.0,11680,202007,20200718
신현대12차,1982,,,17,07,2020,90000.0,107.16,5,434,0.0,,,11680,압구정동,,34평형,전월세,90000.0,90000.0,11680,202007,20200717
개포우성1,1983,,,11,07,2020,95000.0,84.81,10,503,0.0,,,11680,대치동,,24평형,전월세,95000.0,95000.0,11680,202007,20200711
개포우성1,1983,,,12,07,2020,127000.0,127.61,12,503,0.0,,,11680,대치동,,34평형,전월세,127000.0,127000.0,11680,202007,20200712
신현대9차,1982,,,04,07,2020,70000.0,108.88,5,426,0.0,,,11680,압구정동,,34평형,전월세,70000.0,70000.0,11680,202007,20200704
신현대9차,1982,,,01,08,2020,70000.0,108.88,12,426,0.0,,,11680,압구정동,,34평형,전월세,70000.0,70000.0,11680,202008,20200801
신현대12차,1982,,,06,08,2020,90000.0,107.16,12,434,0.0,,,11680,압구정동,,34평형,전월세,90000.0,90000.0,11680,202008,20200806
개포우성2,1984,,,01,08,2020,130000.0,127.78,8,500,0.0,,,11680,대치동,,34평형,전월세,130000.0,130000.0,11680,202008,20200801
개포우성1,1983,,,10,08,2020,90000.0,84.81,4,503,0.0,,,11680,대치동,,24평형,전월세,90000.0,90000.0,11680,202008,20200810
신현대9차,1982,,,15,08,2020,80000.0,108.88,6,426,80.0,,,11680,압구정동,,34평형,전월세,100000.0,100000.0,11680,202008,20200815
개포우성1,1983,,,06,08,2020,136000.0,127.61,7,503,0.0,,,11680,대치동,,34평형,전월세,136000.0,136000.0,11680,202008,20200806
개포우성2,1984,,,27,08,2020,115000.0,84.69,11,500,0.0,,,11680,대치동,,24평형,전월세,115000.0,115000.0,11680,202008,20200827
신현대9차,1982,,,31,08,2020,60000.0,108.88,2,426,10.0,,,11680,압구정동,,34평형,전월세,62500.0,62500.0,11680,202008,20200831
신현대9차,1982,,,22,08,2020,73500.0,108.88,3,426,0.0,,,11680,압구정동,,34평형,전월세,73500.0,73500.0,11680,202008,20200822
삼부아파트102동,1998,,,12,08,2020,34000.0,59.61,3,99,60.0,,,11680,삼성동,,24평형,전월세,49000.0,49000.0,11680,202008,20200812
개포우성2,1984,,,01,08,2020,70000.0,127.78,12,500,300.0,,,11680,대치동,,34평형,전월세,145000.0,145000.0,11680,202008,20200801
신현대9차,1982,,,28,08,2020,63000.0,108.88,11,426,0.0,,,11680,압구정동,,34평형,전월세,63000.0,63000.0,11680,202008,20200828
개포우성2,1984,,,24,08,2020,70000.0,84.69,13,500,120.0,,,11680,대치동,,24평형,전월세,100000.0,100000.0,11680,202008,20200824
개포우성1,1983,,,13,08,2020,100000.0,84.81,4,503,0.0,,,11680,대치동,,24평형,전월세,100000.0,100000.0,11680,202008,20200813
신현대12차,1982,,,12,08,2020,60000.0,108.31,2,434,0.0,,,11680,압구정동,,34평형,전월세,60000.0,60000.0,11680,202008,20200812
신현대12차,1982,,,05,08,2020,61000.0,107.16,10,434,0.0,,,11680,압구정동,,34평형,전월세,61000.0,61000.0,11680,202008,20200805
삼부아파트(101동),1998,,,03,09,2020,50000.0,59.85,7,99-13,0.0,,,11680,삼성동,,24평형,전월세,50000.0,50000.0,11680,202009,20200903
개포우성2,1984,,,17,09,2020,140000.0,127.78,8,500,80.0,,,11680,대치동,,34평형,전월세,160000.0,160000.0,11680,202009,20200917
개포우성1,1983,,,10,09,2020,160000.0,127.61,2,503,0.0,,,11680,대치동,,34평형,전월세,160000.0,160000.0,11680,202009,20200910
개포우성1,1983,,,21,09,2020,75000.0,84.81,6,503,130.0,,,11680,대치동,,24평형,전월세,107500.0,107500.0,11680,202009,20200921
개포우성1,1983,,,30,09,2020,70000.0,84.81,1,503,150.0,,,11680,대치동,,24평형,전월세,107500.0,107500.0,11680,202009,20200930
신현대12차,1982,,,27,09,2020,81900.0,108.32,13,434,0.0,,,11680,압구정동,,34평형,전월세,81900.0,81900.0,11680,202009,20200927
개포우성2,1984,,,12,09,2020,118000.0,84.69,15,500,0.0,,,11680,대치동,,24평형,전월세,118000.0,118000.0,11680,202009,20200912
개포우성1,1983,,,02,09,2020,10000.0,84.81,8,503,330.0,,,11680,대치동,,24평형,전월세,92500.0,92500.0,11680,202009,20200902
신현대12차,1982,,,15,09,2020,55000.0,107.16,7,434,120.0,,,11680,압구정동,,34평형,전월세,85000.0,85000.0,11680,202009,20200915
개포우성2,1984,,,28,09,2020,5000.0,127.78,5,500,420.0,,,11680,대치동,,34평형,전월세,110000.0,110000.0,11680,202009,20200928
신현대9차,1982,,,30,09,2020,55000.0,108.88,7,426,30.0,,,11680,압구정동,,34평형,전월세,62500.0,62500.0,11680,202009,20200930
개포우성2,1984,,,23,09,2020,89250.0,84.69,5,500,0.0,,,11680,대치동,,24평형,전월세,89250.0,89250.0,11680,202009,20200923
신현대9차,1982,,,25,09,2020,67200.0,108.88,6,426,0.0,,,11680,압구정동,,34평형,전월세,67200.0,67200.0,11680,202009,20200925
신현대12차,1982,,,26,09,2020,59800.0,107.16,13,434,0.0,,,11680,압구정동,,34평형,전월세,59800.0,59800.0,11680,202009,20200926
신현대12차,1982,,,23,09,2020,40000.0,107.16,13,434,160.0,,,11680,압구정동,,34평형,전월세,80000.0,80000.0,11680,202009,20200923
개포우성1,1983,,,11,09,2020,10000.0,127.61,4,503,0.0,,,11680,대치동,,34평형,전월세,10000.0,10000.0,11680,202009,20200911
신현대9차,1982,,,16,09,2020,78750.0,108.88,5,426,0.0,,,11680,압구정동,,34평형,전월세,78750.0,78750.0,11680,202009,20200916
신현대11차,1983,,,16,09,2020,68250.0,108.36,5,433,0.0,,,11680,압구정동,,34평형,전월세,68250.0,68250.0,11680,202009,20200916
신현대9차,1982,,,17,09,2020,73500.0,108.88,6,426,0.0,,,11680,압구정동,,34평형,전월세,73500.0,73500.0,11680,202009,20200917
개포우성1,1983,,,09,09,2020,137000.0,127.61,10,503,0.0,,,11680,대치동,,34평형,전월세,137000.0,137000.0,11680,202009,20200909
신현대12차,1982,,,01,09,2020,50000.0,107.16,11,434,50.0,,,11680,압구정동,,34평형,전월세,62500.0,62500.0,11680,202009,20200901
개포우성2,1984,,,26,10,2020,10000.0,84.69,15,500,400.0,,,11680,대치동,,24평형,전월세,110000.0,110000.0,11680,202010,20201026
개포우성2,1984,,,08,10,2020,120000.0,84.69,4,500,0.0,,,11680,대치동,,24평형,전월세,120000.0,120000.0,11680,202010,20201008
삼부아그레빌,2003,,,29,10,2020,76000.0,84.755,7,98-11,0.0,,,11680,삼성동,,34평형,전월세,76000.0,76000.0,11680,202010,20201029
개포우성1,1983,,,31,10,2020,120000.0,127.61,2,503,0.0,,,11680,대치동,,34평형,전월세,120000.0,120000.0,11680,202010,20201031
개포우성1,1983,,,17,10,2020,15000.0,84.81,12,503,450.0,,,11680,대치동,,24평형,전월세,127500.0,127500.0,11680,202010,20201017
개포우성2,1984,,,28,10,2020,60000.0,84.69,5,500,200.0,,,11680,대치동,,24평형,전월세,110000.0,110000.0,11680,202010,20201028
신현대12차,1982,,,12,10,2020,10000.0,108.31,12,434,320.0,,,11680,압구정동,,34평형,전월세,90000.0,90000.0,11680,202010,20201012
개포우성1,1983,,,11,10,2020,64500.0,84.81,15,503,110.0,,,11680,대치동,,24평형,전월세,92000.0,92000.0,11680,202010,20201011
개포우성1,1983,,,17,10,2020,141000.0,127.61,10,503,0.0,,,11680,대치동,,34평형,전월세,141000.0,141000.0,11680,202010,20201017
개포우성1,1983,,,08,10,2020,100000.0,84.81,3,503,0.0,,,11680,대치동,,24평형,전월세,100000.0,100000.0,11680,202010,20201008
신현대9차,1982,,,30,11,2020,110000.0,108.88,4,426,0.0,,,11680,압구정동,,34평형,전월세,110000.0,110000.0,11680,202011,20201130
개포우성1,1983,,,17,11,2020,60000.0,127.61,10,503,160.0,,,11680,대치동,,34평형,전월세,100000.0,100000.0,11680,202011,20201117
개포우성2,1984,,,26,11,2020,136000.0,127.78,11,500,0.0,,,11680,대치동,,34평형,전월세,136000.0,136000.0,11680,202011,20201126
