아파트,건축년도,계약기간,계약구분,계약일,계약월,계약년,보증금(만원),전용면적(㎡),층,지번,월세(만원),종전계약보증금,종전계약월세,지역코드,법정동,갱신요구권사용,평형그룹,거래유형,환산보증금(만원),거래금액(만원),조회지역코드,조회계약년월,계약일자
신현대12차,1982,,,20,01,2014,41000.0,107.16,12,434,0.0,,,11680,압구정동,,34평형,전월세,41000.0,41000.0,11680,201401,20140120
개포우성2,1984,,,29,01,2014,65000.0,84.69,13,500,0.0,,,11680,대치동,,24평형,전월세,65000.0,65000.0,11680,201401,20140129
개포우성1,1983,,,20,01,2014,94000.0,127.61,6,503,0.0,,,11680,대치동,,34평형,전월세,94000.0,94000.0,11680,201401,20140120
삼부아파트(101동),1998,,,16,01,2014,20000.0,59.85,8,99-13,60.0,,,11680,삼성동,,24평형,전월세,35000.0,35000.0,11680,201401,20140116
신현대9차,1982,,,06,01,2014,50000.0,108.88,3,426,0.0,,,11680,압구정동,,34평형,전월세,50000.0,50000.0,11680,201401,20140106
개포우성1,1983,,,02,01,2014,96000.0,127.61,10,503,0.0,,,11680,대치동,,34평형,전월세,96000.0,96000.0,11680,201401,20140102
개포우성1,1983,,,10,01,2014,50000.0,127.61,8,503,200.0,,,11680,대치동,,34평형,전월세,100000.0,100000.0,11680,201401,20140110
개포우성1,1983,,,25,01,2014,60000.0,84.81,13,503,0.0,,,11680,대치동,,24평형,전월세,60000.0,60000.0,11680,201401,20140125
개포우성1,1983,,,03,01,2014,30000.0,84.81,7,503,85.0,,,11680,대치동,,24평형,전월세,51250.0,51250.0,11680,201401,20140103
개포우성2,1984,14.03~16.03,신규,25,01,2014,60000.0,84.69,10,500,0.0,,,11680,대치동,,24평형,전월세,60000.0,60000.0,11680,201401,20140125
신현대9차,1982,,,08,01,2014,52000.0,108.88,9,426,0.0,,,11680,압구정동,,34평형,전월세,52000.0,52000.0,11680,201401,20140108
개포우성2,1984,,,17,01,2014,69000.0,84.69,7,500,0.0,,,11680,대치동,,24평형,전월세,69000.0,69000.0,11680,201401,20140117
삼부아파트(101동),1998,,,03,01,2014,10000.0,83.39,7,99-13,145.0,,,11680,삼성동,,34평형,전월세,46250.0,46250.0,11680,201401,20140103
신현대11차,1983,,,16,01,2014,45000.0,108.36,9,433,0.0,,,11680,압구정동,,34평형,전월세,45000.0,45000.0,11680,201401,20140116
개포우성2,1984,,,11,01,2014,66000.0,84.69,3,500,0.0,,,11680,대치동,,24평형,전월세,66000.0,66000.0,11680,201401,20140111
개포우성1,1983,,,25,01,2014,50000.0,84.81,1,503,45.0,,,11680,대치동,,24평형,전월세,61250.0,61250.0,11680,201401,20140125
신현대12차,1982,,,21,01,2014,43000.0,108.31,10,434,0.0,,,11680,압구정동,,34평형,전월세,43000.0,43000.0,11680,201401,20140121
개포우성1,1983,,,27,01,2014,82000.0,127.61,12,503,0.0,,,11680,대치동,,34평형,전월세,82000.0,82000.0,11680,201401,20140127
개포우성2,1984,,,22,01,2014,80000.0,127.78,10,500,0.0,,,11680,대치동,,34평형,전월세,80000.0,80000.0,11680,201401,20140122
개포우성1,1983,,,13,01,2014,85000.0,127.61,7,503,35.0,,,11680,대치동,,34평형,전월세,93750.0,93750.0,11680,201401,20140113
개포우성2,1984,,,16,01,2014,110000.0,127.78,8,500,0.0,,,11680,대치동,,34평형,전월세,110000.0,110000.0,11680,201401,20140116
개포우성1,1983,,,07,01,2014,87000.0,127.61,11,503,0.0,,,11680,대치동,,34평형,전월세,87000.0,87000.0,11680,201401,20140107
개포우성2,1984,,,09,01,2014,70000.0,84.69,4,500,0.0,,,11680,대치동,,24평형,전월세,70000.0,70000.0,11680,201401,20140109
개포우성1,1983,,,07,01,2014,70000.0,84.81,9,503,0.0,,,11680,대치동,,24평형,전월세,70000.0,70000.0,11680,201401,20140107
개포우성1,1983,,,07,01,2014,66000.0,127.61,15,503,80.0,,,11680,대치동,,34평형,전월세,86000.0,86000.0,11680,201401,20140107
개포우성1,1983,,,06,01,2014,70000.0,84.81,10,503,0.0,,,11680,대치동,,24평형,전월세,70000.0,70000.0,11680,201401,20140106
개포우성2,1984,,,18,02,2014,95000.0,127.78,9,500,0.0,,,11680,대치동,,34평형,전월세,95000.0,95000.0,11680,201402,20140218
개포우성1,1983,,,19,02,2014,60000.0,84.81,15,503,0.0,,,11680,대치동,,24평형,전월세,60000.0,60000.0,11680,201402,20140219
개포우성2,1984,,,20,02,2014,66000.0,84.69,1,500,0.0,,,11680,대치동,,24평형,전월세,66000.0,66000.0,11680,201402,20140220
개포우성2,1984,,,15,02,2014,70000.0,127.78,5,500,150.0,,,11680,대치동,,34평형,전월세,107500.0,107500.0,11680,201402,20140215
개포우성1,1983,,,15,02,2014,40000.0,84.81,8,503,120.0,,,11680,대치동,,24평형,전월세,70000.0,70000.0,11680,201402,20140215
개포우성1,1983,,,12,02,2014,85000.0,127.61,1,503,0.0,,,11680,대치동,,34평형,전월세,85000.0,85000.0,11680,201402,20140212
삼부아파트102동,1998,,,25,02,2014,27000.0,59.94,5,99,0.0,,,11680,삼성동,,24평형,전월세,27000.0,27000.0,11680,201402,20140225
삼부아그레빌,2003,,,27,02,2014,43000.0,84.755,9,98-11,0.0,,,11680,삼성동,,34평형,전월세,43000.0,43000.0,11680,201402,20140227
개포우성1,1983,,,26,02,2014,63000.0,84.81,11,503,0.0,,,11680,대치동,,24평형,전월세,63000.0,63000.0,11680,201402,20140226
개포우성2,1984,,,25,02,2014,75000.0,127.78,4,500,80.0,,,11680,대치동,,34평형,전월세,95000.0,95000.0,11680,201402,20140225
개포우성1,1983,,,26,02,2014,95000.0,127.61,14,503,0.0,,,11680,대치동,,34평형,전월세,95000.0,95000.0,11680,201402,20140226
개포우성2,1984,,,26,02,2014,90000.0,127.78,5,500,0.0,,,11680,대치동,,34평형,전월세,90000.0,90000.0,11680,201402,20140226
개포우성1,1983,,,24,02,2014,72000.0,84.81,6,503,0.0,,,11680,대치동,,24평형,전월세,72000.0,72000.0,11680,201402,20140224
개포우성2,1984,,,22,02,2014,70000.0,127.78,4,500,100.0,,,11680,대치동,,34평형,전월세,95000.0,95000.0,11680,201402,20140222
개포우성2,1984,,,20,02,2014,86000.0,127.78,6,500,0.0,,,11680,대치동,,34평형,전월세,86000.0,86000.0,11680,201402,20140220
개포우성2,1984,,,13,02,2014,85000.0,127.78,15,500,0.0,,,11680,대치동,,34평형,전월세,85000.0,85000.0,11680,201402,20140213
신현대9차,1982,,,06,02,2014,49000.0,108.88,1,426,0.0,,,11680,압구정동,,34평형,전월세,49000.0,49000.0,11680,201402,20140206
개포우성1,1983,14.05~16.05,신규,08,03,2014,90000.0,127.61,2,503,0.0,,,11680,대치동,,34평형,전월세,90000.0,90000.0,11680,201403,20140308
신현대9차,1982,,,04,03,2014,20000.0,108.88,2,426,130.0,,,11680,압구정동,,34평형,전월세,52500.0,52500.0,11680,201403,20140304
개포우성1,1983,,,20,03,2014,86000.0,127.61,5,503,0.0,,,11680,대치동,,34평형,전월세,86000.0,86000.0,11680,201403,20140320
삼부아파트102동,1998,,,06,03,2014,30000.0,59.61,6,99,0.0,,,11680,삼성동,,24평형,전월세,30000.0,30000.0,11680,201403,20140306
신현대9차,1982,,,19,03,2014,42000.0,108.88,10,426,0.0,,,11680,압구정동,,34평형,전월세,42000.0,42000.0,11680,201403,20140319
개포우성1,1983,,,17,03,2014,65000.0,84.81,10,503,0.0,,,11680,대치동,,24평형,전월세,65000.0,65000.0,11680,201403,20140317
개포우성1,1983,,,07,03,2014,45000.0,84.81,15,503,90.0,,,11680,대치동,,24평형,전월세,67500.0,67500.0,11680,201403,20140307
개포우성1,1983,,,28,03,2014,65000.0,84.81,15,503,0.0,,,11680,대치동,,24평형,전월세,65000.0,65000.0,11680,201403,20140328
삼부아그레빌,2003,,,24,03,2014,45000.0,84.755,10,98-11,0.0,,,11680,삼성동,,34평형,전월세,45000.0,45000.0,11680,201403,20140324
개포우성2,1984,,,28,03,2014,55000.0,84.69,10,500,50.0,,,11680,대치동,,24평형,전월세,67500.0,67500.0,11680,201403,20140328
신현대12차,1982,,,27,03,2014,47000.0,107.16,6,434,0.0,,,11680,압구정동,,34평형,전월세,47000.0,47000.0,11680,201403,20140327
신현대9차,1982,,,29,03,2014,43000.0,108.88,3,426,0.0,,,11680,압구정동,,34평형,전월세,43000.0,43000.0,11680,201403,20140329
신현대11차,1983,,,10,03,2014,50000.0,108.36,9,433,0.0,,,11680,압구정동,,34평형,전월세,50000.0,50000.0,11680,201403,20140310
개포우성2,1984,,,20,03,2014,100000.0,127.78,14,500,0.0,,,11680,대치동,,34평형,전월세,100000.0,100000.0,11680,201403,20140320
개포우성1,1983,,,20,03,2014,65000.0,84.81,10,503,0.0,,,11680,대치동,,24평형,전월세,65000.0,65000.0,11680,201403,20140320
개포우성1,1983,,,11,03,2014,75000.0,84.81,3,503,0.0,,,11680,대치동,,24평형,전월세,75000.0,75000.0,11680,201403,20140311
개포우성2,1984,,,03,04,2014,35000.0,84.69,14,500,0.0,,,11680,대치동,,24평형,전월세,35000.0,35000.0,11680,201404,20140403
개포우성1,1983,,,14,04,2014,80000.0,127.61,9,503,75.0,,,11680,대치동,,34평형,전월세,98750.0,98750.0,11680,201404,20140414
신현대12차,1982,,,28,04,2014,48000.0,107.16,7,434,0.0,,,11680,압구정동,,34평형,전월세,48000.0,48000.0,11680,201404,20140428
개포우성1,1983,,,19,04,2014,89000.0,127.61,7,503,0.0,,,11680,대치동,,34평형,전월세,89000.0,89000.0,11680,201404,20140419
개포우성1,1983,,,09,04,2014,57000.0,84.81,1,503,0.0,,,11680,대치동,,24평형,전월세,57000.0,57000.0,11680,201404,20140409
개포우성1,1983,,,16,04,2014,67000.0,84.81,6,503,0.0,,,11680,대치동,,24평형,전월세,67000.0,67000.0,11680,201404,20140416
개포우성1,1983,,,22,04,2014,87000.0,127.61,9,503,0.0,,,11680,대치동,,34평형,전월세,87000.0,87000.0,11680,201404,20140422
신현대11차,1983,,,14,04,2014,52000.0,108.36,6,433,0.0,,,11680,압구정동,,34평형,전월세,52000.0,52000.0,11680,201404,20140414
개포우성1,1983,,,30,04,2014,55000.0,84.81,2,503,0.0,,,11680,대치동,,24평형,전월세,55000.0,55000.0,11680,201404,20140430
개포우성1,1983,,,21,04,2014,67000.0,84.81,14,503,0.0,,,11680,대치동,,24평형,전월세,67000.0,67000.0,11680,201404,20140421
개포우성1,1983,,,26,04,2014,68000.0,84.81,12,503,0.0,,,11680,대치동,,24평형,전월세,68000.0,68000.0,11680,201404,20140426
개포우성1,1983,,,16,04,2014,66000.0,84.81,15,503,0.0,,,11680,대치동,,24평형,전월세,66000.0,66000.0,11680,201404,20140416
개포우성2,1984,,,28,04,2014,95000.0,127.78,11,500,0.0,,,11680,대치동,,34평형,전월세,95000.0,95000.0,11680,201404,20140428
신현대12차,1982,,,27,04,2014,33000.0,107.16,1,434,0.0,,,11680,압구정동,,34평형,전월세,33000.0,33000.0,11680,201404,20140427
개포우성1,1983,,,24,04,2014,52500.0,84.81,5,503,40.0,,,11680,대치동,,24평형,전월세,62500.0,62500.0,11680,201404,20140424
삼부아파트(101동),1998,,,04,04,2014,40000.0,83.39,3,99-13,0.0,,,11680,삼성동,,34평형,전월세,40000.0,40000.0,11680,201404,20140404
개포우성2,1984,,,24,05,2014,85000.0,127.78,2,500,0.0,,,11680,대치동,,34평형,전월세,85000.0,85000.0,11680,201405,20140524
개포우성1,1983,,,12,05,2014,51000.0,84.81,4,503,55.0,,,11680,대치동,,24평형,전월세,64750.0,64750.0,11680,201405,20140512
개포우성1,1983,,,31,05,2014,63000.0,84.81,13,503,0.0,,,11680,대치동,,24평형,전월세,63000.0,63000.0,11680,201405,20140531
개포우성2,1984,,,09,05,2014,10000.0,127.78,3,500,350.0,,,11680,대치동,,34평형,전월세,97500.0,97500.0,11680,201405,20140509
개포우성2,1984,,,20,05,2014,10000.0,84.69,13,500,250.0,,,11680,대치동,,24평형,전월세,72500.0,72500.0,11680,201405,20140520
신현대12차,1982,,,26,05,2014,45000.0,108.31,4,434,0.0,,,11680,압구정동,,34평형,전월세,45000.0,45000.0,11680,201405,20140526
신현대11차,1983,,,27,05,2014,10000.0,108.36,9,433,200.0,,,11680,압구정동,,34평형,전월세,60000.0,60000.0,11680,201405,20140527
개포우성1,1983,,,29,05,2014,75000.0,127.61,1,503,0.0,,,11680,대치동,,34평형,전월세,75000.0,75000.0,11680,201405,20140529
개포우성1,1983,,,28,05,2014,64000.0,84.81,12,503,0.0,,,11680,대치동,,24평형,전월세,64000.0,64000.0,11680,201405,20140528
개포우성2,1984,,,28,05,2014,63000.0,84.69,5,500,0.0,,,11680,대치동,,24평형,전월세,63000.0,63000.0,11680,201405,20140528
삼부아그레빌,2003,,,27,05,2014,40000.0,84.755,11,98-11,0.0,,,11680,삼성동,,34평형,전월세,40000.0,40000.0,11680,201405,20140527
개포우성1,1983,,,26,05,2014,65000.0,84.81,9,503,0.0,,,11680,대치동,,24평형,전월세,65000.0,65000.0,11680,201405,20140526
신현대12차,1982,,,14,05,2014,49000.0,107.16,8,434,0.0,,,11680,압구정동,,34평형,전월세,49000.0,49000.0,11680,201405,20140514
신현대9차,1982,,,10,05,2014,44000.0,108.88,10,426,0.0,,,11680,압구정동,,34평형,전월세,44000.0,44000.0,11680,201405,20140510
신현대12차,1982,,,18,06,2014,50000.0,107.16,12,434,0.0,,,11680,압구정동,,34평형,전월세,50000.0,50000.0,11680,201406,20140618
개포우성1,1983,,,19,06,2014,68000.0,84.81,8,503,0.0,,,11680,대치동,,24평형,전월세,68000.0,68000.0,11680,201406,20140619
개포우성1,1983,,,16,06,2014,80000.0,127.61,7,503,0.0,,,11680,대치동,,34평형,전월세,80000.0,80000.0,11680,201406,20140616
삼부아파트(101동),1998,,,10,06,2014,40000.0,83.39,5,99-13,0.0,,,11680,삼성동,,34평형,전월세,40000.0,40000.0,11680,201406,20140610
개포우성1,1983,,,09,06,2014,62000.0,84.81,5,503,0.0,,,11680,대치동,,24평형,전월세,62000.0,62000.0,11680,201406,20140609
신현대12차,1982,,,28,06,2014,48000.0,107.16,13,434,0.0,,,11680,압구정동,,34평형,전월세,48000.0,48000.0,11680,201406,20140628
개포우성2,1984,14.07~16.07,신규,18,06,2014,75000.0,127.78,14,500,100.0,,,11680,대치동,,34평형,전월세,100000.0,100000.0,11680,201406,20140618
개포우성2,1984,,,19,06,2014,90000.0,127.78,14,500,0.0,,,11680,대치동,,34평형,전월세,90000.0,90000.0,11680,201406,20140619
신현대9차,1982,,,18,06,2014,48000.0,108.88,2,426,0.0,,,11680,압구정동,,34평형,전월세,48000.0,48000.0,11680,201406,20140618
개포우성2,1984,,,20,06,2014,90000.0,127.78,3,500,0.0,,,11680,대치동,,34평형,전월세,90000.0,90000.0,11680,201406,20140620
개포우성1,1983,,,06,06,2014,65000.0,84.81,14,503,0.0,,,11680,대치동,,24평형,전월세,65000.0,65000.0,11680,201406,20140606
개포우성1,1983,,,17,06,2014,65000.0,84.81,9,503,0.0,,,11680,대치동,,24평형,전월세,65000.0,65000.0,11680,201406,20140617
신현대12차,1982,,,28,06,2014,48000.0,108.3,7,434,0.0,,,11680,압구정동,,34평형,전월세,48000.0,48000.0,11680,201406,20140628
개포우성2,1984,,,26,06,2014,45000.0,84.69,8,500,0.0,,,11680,대치동,,24평형,전월세,45000.0,45000.0,11680,201406,20140626
개포우성1,1983,,,27,06,2014,85000.0,127.61,14,503,0.0,,,11680,대치동,,34평형,전월세,85000.0,85000.0,11680,201406,20140627
신현대9차,1982,,,26,06,2014,57000.0,108.88,5,426,0.0,,,11680,압구정동,,34평형,전월세,57000.0,57000.0,11680,201406,20140626
개포우성1,1983,,,24,06,2014,75000.0,127.61,7,503,0.0,,,11680,대치동,,34평형,전월세,75000.0,75000.0,11680,201406,20140624
신현대9차,1982,,,19,06,2014,50000.0,108.88,7,426,0.0,,,11680,압구정동,,34평형,전월세,50000.0,50000.0,11680,201406,20140619
개포우성2,1984,,,19,07,2014,62000.0,84.69,2,500,0.0,,,11680,대치동,,24평형,전월세,62000.0,62000.0,11680,201407,20140719
신현대12차,1982,,,28,07,2014,57000.0,107.16,5,434,0.0,,,11680,압구정동,,34평형,전월세,57000.0,57000.0,11680,201407,20140728
신현대9차,1982,,,24,07,2014,35000.0,108.88,10,426,70.0,,,11680,압구정동,,34평형,전월세,52500.0,52500.0,11680,201407,20140724
개포우성1,1983,,,31,07,2014,62000.0,84.81,2,503,0.0,,,11680,대치동,,24평형,전월세,62000.0,62000.0,11680,201407,20140731
신현대9차,1982,,,26,07,2014,50000.0,108.88,4,426,0.0,,,11680,압구정동,,34평형,전월세,50000.0,50000.0,11680,201407,20140726
개포우성1,1983,,,21,07,2014,65000.0,84.81,4,503,0.0,,,11680,대치동,,24평형,전월세,65000.0,65000.0,11680,201407,20140721
개포우성1,1983,,,14,07,2014,65000.0,84.81,10,503,0.0,,,11680,대치동,,24평형,전월세,65000.0,65000.0,11680,201407,20140714
개포우성1,1983,,,04,07,2014,40000.0,127.61,7,503,150.0,,,11680,대치동,,34평형,전월세,77500.0,77500.0,11680,201407,20140704
신현대9차,1982,,,05,07,2014,5000.0,108.88,7,426,210.0,,,11680,압구정동,,34평형,전월세,57500.0,57500.0,11680,201407,20140705
개포우성1,1983,,,07,07,2014,61000.0,84.81,10,503,0.0,,,11680,대치동,,24평형,전월세,61000.0,61000.0,11680,201407,20140707
개포우성2,1984,,,01,07,2014,84000.0,127.78,10,500,0.0,,,11680,대치동,,34평형,전월세,84000.0,84000.0,11680,201407,20140701
신현대12차,1982,,,25,07,2014,10000.0,107.16,7,434,180.0,,,11680,압구정동,,34평형,전월세,55000.0,55000.0,11680,201407,20140725
개포우성1,1983,,,07,07,2014,60000.0,84.81,15,503,15.0,,,11680,대치동,,24평형,전월세,63750.0,63750.0,11680,201407,20140707
개포우성2,1984,,,23,07,2014,90000.0,127.78,14,500,0.0,,,11680,대치동,,34평형,전월세,90000.0,90000.0,11680,201407,20140723
신현대9차,1982,,,27,07,2014,55000.0,108.88,7,426,0.0,,,11680,압구정동,,34평형,전월세,55000.0,55000.0,11680,201407,20140727
신현대12차,1982,,,18,07,2014,7000.0,108.31,6,434,180.0,,,11680,압구정동,,34평형,전월세,52000.0,52000.0,11680,201407,20140718
신현대12차,1982,,,15,07,2014,52000.0,107.16,5,434,0.0,,,11680,압구정동,,34평형,전월세,52000.0,52000.0,11680,201407,20140715
삼부아그레빌,2003,,,25,07,2014,45000.0,84.755,5,98-11,0.0,,,11680,삼성동,,34평형,전월세,45000.0,45000.0,11680,201407,20140725
신현대9차,1982,,,24,07,2014,50000.0,108.88,1,426,0.0,,,11680,압구정동,,34평형,전월세,50000.0,50000.0,11680,201407,20140724
개포우성2,1984,,,28,07,2014,53000.0,84.69,5,500,35.0,,,11680,대치동,,24평형,전월세,61750.0,61750.0,11680,201407,20140728
신현대9차,1982,,,30,07,2014,46000.0,108.88,12,426,0.0,,,11680,압구정동,,34평형,전월세,46000.0,46000.0,11680,201407,20140730
신현대12차,1982,,,29,07,2014,45000.0,108.31,12,434,0.0,,,11680,압구정동,,34평형,전월세,45000.0,45000.0,11680,201407,20140729
개포우성1,1983,,,25,07,2014,80000.0,127.61,13,503,0.0,,,11680,대치동,,34평형,전월세,80000.0,80000.0,11680,201407,20140725
신현대12차,1982,,,17,07,2014,20000.0,107.16,2,434,130.0,,,11680,압구정동,,34평형,전월세,52500.0,52500.0,11680,201407,20140717
신현대12차,1982,,,19,07,2014,50000.0,107.16,12,434,0.0,,,11680,압구정동,,34평형,전월세,50000.0,50000.0,11680,201407,20140719
개포우성1,1983,,,20,07,2014,60000.0,84.81,3,503,0.0,,,11680,대치동,,24평형,전월세,60000.0,60000.0,11680,201407,20140720
개포우성1,1983,,,14,07,2014,77000.0,127.61,4,503,50.0,,,11680,대치동,,34평형,전월세,89500.0,89500.0,11680,201407,20140714
개포우성1,1983,,,14,07,2014,82000.0,127.61,8,503,0.0,,,11680,대치동,,34평형,전월세,82000.0,82000.0,11680,201407,20140714
개포우성2,1984,,,12,07,2014,82500.0,127.78,3,500,0.0,,,11680,대치동,,34평형,전월세,82500.0,82500.0,11680,201407,20140712
개포우성1,1983,,,03,07,2014,63000.0,84.81,3,503,0.0,,,11680,대치동,,24평형,전월세,63000.0,63000.0,11680,201407,20140703
개포우성1,1983,,,25,08,2014,50000.0,127.61,9,503,200.0,,,11680,대치동,,34평형,전월세,100000.0,100000.0,11680,201408,20140825
개포우성2,1984,,,24,08,2014,81000.0,127.78,2,500,0.0,,,11680,대치동,,34평형,전월세,81000.0,81000.0,11680,201408,20140824
개포우성2,1984,,,22,08,2014,70000.0,84.69,14,500,0.0,,,11680,대치동,,24평형,전월세,70000.0,70000.0,11680,201408,20140822
개포우성2,1984,,,09,08,2014,30000.0,84.69,9,500,150.0,,,11680,대치동,,24평형,전월세,67500.0,67500.0,11680,201408,20140809
개포우성2,1984,,,19,08,2014,61000.0,84.69,1,500,0.0,,,11680,대치동,,24평형,전월세,61000.0,61000.0,11680,201408,20140819
개포우성1,1983,,,01,08,2014,90000.0,127.61,14,503,0.0,,,11680,대치동,,34평형,전월세,90000.0,90000.0,11680,201408,20140801
개포우성1,1983,,,14,08,2014,87500.0,127.61,14,503,0.0,,,11680,대치동,,34평형,전월세,87500.0,87500.0,11680,201408,20140814
개포우성1,1983,,,13,08,2014,85000.0,127.61,2,503,0.0,,,11680,대치동,,34평형,전월세,85000.0,85000.0,11680,201408,20140813
신현대11차,1983,,,05,08,2014,60000.0,108.36,8,433,0.0,,,11680,압구정동,,34평형,전월세,60000.0,60000.0,11680,201408,20140805
신현대9차,1982,,,30,08,2014,55000.0,108.88,6,426,0.0,,,11680,압구정동,,34평형,전월세,55000.0,55000.0,11680,201408,20140830
신현대9차,1982,,,01,08,2014,53000.0,108.88,11,426,0.0,,,11680,압구정동,,34평형,전월세,53000.0,53000.0,11680,201408,20140801
신현대9차,1982,,,08,08,2014,10000.0,108.88,4,426,200.0,,,11680,압구정동,,34평형,전월세,60000.0,60000.0,11680,201408,20140808
개포우성2,1984,,,25,08,2014,66000.0,127.78,3,500,50.0,,,11680,대치동,,34평형,전월세,78500.0,78500.0,11680,201408,20140825
개포우성1,1983,,,01,08,2014,81000.0,127.61,3,503,0.0,,,11680,대치동,,34평형,전월세,81000.0,81000.0,11680,201408,20140801
개포우성2,1984,,,12,08,2014,85000.0,127.78,1,500,0.0,,,11680,대치동,,34평형,전월세,85000.0,85000.0,11680,201408,20140812
개포우성1,1983,,,07,08,2014,34000.0,127.61,1,503,250.0,,,11680,대치동,,34평형,전월세,96500.0,96500.0,11680,201408,20140807
신현대12차,1982,,,14,08,2014,46000.0,107.16,12,434,0.0,,,11680,압구정동,,34평형,전월세,46000.0,46000.0,11680,201408,20140814
개포우성2,1984,,,22,09,2014,95000.0,127.78,10,500,0.0,,,11680,대치동,,34평형,전월세,95000.0,95000.0,11680,201409,20140922
개포우성1,1983,,,30,09,2014,68000.0,84.81,3,503,0.0,,,11680,대치동,,24평형,전월세,68000.0,68000.0,11680,201409,20140930
개포우성1,1983,,,29,09,2014,80000.0,127.61,15,503,0.0,,,11680,대치동,,34평형,전월세,80000.0,80000.0,11680,201409,20140929
개포우성2,1984,,,24,09,2014,70000.0,84.69,4,500,0.0,,,11680,대치동,,24평형,전월세,70000.0,70000.0,11680,201409,20140924
신현대9차,1982,,,23,09,2014,50000.0,108.88,3,426,0.0,,,11680,압구정동,,34평형,전월세,50000.0,50000.0,11680,201409,20140923
개포우성1,1983,,,19,09,2014,60000.0,84.81,15,503,0.0,,,11680,대치동,,24평형,전월세,60000.0,60000.0,11680,201409,20140919
개포우성1,1983,,,13,09,2014,70000.0,84.81,10,503,0.0,,,11680,대치동,,24평형,전월세,70000.0,70000.0,11680,201409,20140913
개포우성2,1984,,,15,09,2014,65000.0,84.69,2,500,0.0,,,11680,대치동,,24평형,전월세,65000.0,65000.0,11680,201409,20140915
삼부아그레빌,2003,,,29,09,2014,46000.0,84.755,9,98-11,0.0,,,11680,삼성동,,34평형,전월세,46000.0,46000.0,11680,201409,20140929
개포우성2,1984,,,04,09,2014,70000.0,84.69,13,500,0.0,,,11680,대치동,,24평형,전월세,70000.0,70000.0,11680,201409,20140904
개포우성2,1984,,,18,09,2014,20000.0,127.78,5,500,350.0,,,11680,대치동,,34평형,전월세,107500.0,107500.0,11680,201409,20140918
개포우성1,1983,,,12,09,2014,66000.0,84.81,3,503,0.0,,,11680,대치동,,24평형,전월세,66000.0,66000.0,11680,201409,20140912
개포우성1,1983,,,12,09,2014,77000.0,127.61,1,503,0.0,,,11680,대치동,,34평형,전월세,77000.0,77000.0,11680,201409,20140912
개포우성2,1984,,,13,09,2014,65000.0,84.69,5,500,0.0,,,11680,대치동,,24평형,전월세,65000.0,65000.0,11680,201409,20140913
삼부아파트(101동),1998,,,27,09,2014,24000.0,59.85,11,99-13,40.0,,,11680,삼성동,,24평형,전월세,34000.0,34000.0,11680,201409,20140927
개포우성1,1983,,,26,09,2014,87500.0,127.61,5,503,0.0,,,11680,대치동,,34평형,전월세,87500.0,87500.0,11680,201409,20140926
삼부아그레빌,2003,,,20,09,2014,36000.0,83.757,4,98-11,0.0,,,11680,삼성동,,34평형,전월세,36000.0,36000.0,11680,201409,20140920
개포우성2,1984,,,18,09,2014,41000.0,84.69,7,500,75.0,,,11680,대치동,,24평형,전월세,59750.0,59750.0,11680,201409,20140918
개포우성1,1983,,,16,09,2014,85000.0,127.61,8,503,0.0,,,11680,대치동,,34평형,전월세,85000.0,85000.0,11680,201409,20140916
개포우성1,1983,,,15,09,2014,65000.0,84.81,1,503,0.0,,,11680,대치동,,24평형,전월세,65000.0,65000.0,11680,201409,20140915
개포우성1,1983,,,22,10,2014,60000.0,84.81,1,503,0.0,,,11680,대치동,,24평형,전월세,60000.0,60000.0,11680,201410,20141022
개포우성2,1984,,,09,10,2014,76000.0,127.78,11,500,80.0,,,11680,대치동,,34평형,전월세,96000.0,96000.0,11680,201410,20141009
개포우성1,1983,,,09,10,2014,50000.0,127.61,14,503,250.0,,,11680,대치동,,34평형,전월세,112500.0,112500.0,11680,201410,20141009
개포우성1,1983,,,25,10,2014,100000.0,127.61,15,503,0.0,,,11680,대치동,,34평형,전월세,100000.0,100000.0,11680,201410,20141025
개포우성1,1983,,,02,10,2014,95000.0,127.61,12,503,0.0,,,11680,대치동,,34평형,전월세,95000.0,95000.0,11680,201410,20141002
신현대9차,1982,,,22,10,2014,40000.0,108.88,3,426,50.0,,,11680,압구정동,,34평형,전월세,52500.0,52500.0,11680,201410,20141022
개포우성2,1984,,,06,10,2014,92000.0,127.78,5,500,0.0,,,11680,대치동,,34평형,전월세,92000.0,92000.0,11680,201410,20141006
개포우성1,1983,,,23,10,2014,90000.0,127.61,4,503,0.0,,,11680,대치동,,34평형,전월세,90000.0,90000.0,11680,201410,20141023
개포우성1,1983,,,30,10,2014,50000.0,84.81,3,503,65.0,,,11680,대치동,,24평형,전월세,66250.0,66250.0,11680,201410,20141030
개포우성2,1984,,,17,10,2014,70000.0,84.69,4,500,0.0,,,11680,대치동,,24평형,전월세,70000.0,70000.0,11680,201410,20141017
신현대9차,1982,,,03,10,2014,5000.0,108.88,7,426,220.0,,,11680,압구정동,,34평형,전월세,60000.0,60000.0,11680,201410,20141003
개포우성1,1983,,,22,10,2014,87000.0,127.61,14,503,0.0,,,11680,대치동,,34평형,전월세,87000.0,87000.0,11680,201410,20141022
개포우성2,1984,,,24,10,2014,51000.0,84.69,12,500,70.0,,,11680,대치동,,24평형,전월세,68500.0,68500.0,11680,201410,20141024
